0.7964,1.7488,0,-26.139,90,0,0.4762
0.4342,1.8654,0.0261,-26.139,90,0,0.7156
0.3302,2.2756,0.0653,12.881,90,0,0.9727
-0.1348,2.2354,0.0653,-13.258,90,0,1.1851
-1.6598,1.9318,0.0522,-26.139,90,0,1.7958
-1.4672,2.0868,0.0522,26.139,90,0,1.777
-1.7152,2.0098,0.0392,-26.139,90,0,1.8625
-1.8644,2.143,0.0392,-26.139,90,0,2.0037
-1.7678,2.2828,0.0392,0,90,0,2.0253
-1.7398,2.5054,0.0522,-13.258,90,0,2.1226
-1.936,2.3364,0.0522,26.139,90,0,2.1362
-2.1504,2.1892,0.0522,0,90,0,2.1698
-2.2308,2.1812,0.0261,13.258,90,0,2.206
-2.3404,2.214,0.0522,0,90,0,2.2772
-2.2248,2.3172,0.0261,-26.139,90,0,2.271
-2.7114,1.682,0.0914,0,90,0,2.1967
-2.0686,2.1226,0.0392,0,90,0,2.0956
-2.0696,2.4252,0.0392,26.139,90,0,2.2474
-1.8108,2.4386,0.013,0,90,0,2.1247
-2.1628,2.2208,0.0392,0,90,0,2.1918
-2.1542,2.2226,0.0522,26.139,90,0,2.1884
-2.0132,2.3894,0.0653,12.881,90,0,2.2013
-1.8844,2.3714,0.0522,-13.258,90,0,2.1279
-2.0282,2.2886,0.0392,0,90,0,2.1584
-1.7122,2.3494,0.0392,26.139,90,0,2.0308
-1.9392,2.0666,0.0392,-26.139,90,0,2.0029
-1.7898,2.2362,0.0392,0,90,0,2.013
-1.4782,2.5388,0.0392,-13.258,90,0,2.0085
-1.7532,2.3156,0.0392,0,90,0,2.0344
-1.6806,2.253,0.0392,0,90,0,1.9668
-1.4716,2.3914,0.0392,26.139,90,0,1.9315
-1.6038,2.2386,0.0392,0,90,0,1.9212
-1.3264,2.3502,0.0392,26.139,90,0,1.8383
-1.4394,2.243,0.0261,-26.139,90,0,1.8412
-1.4118,2.2156,0.0522,26.139,90,0,1.8137
-1.5126,2.0438,0.0392,-26.139,90,0,1.7782
-1.1902,2.3248,0.0392,26.139,90,0,1.7575
-1.1538,2.349,0.0392,26.139,90,0,1.7514
-1.2688,2.235,0.0392,0,90,0,1.7519
-1.4782,2.0902,0.0261,13.258,90,0,1.7842
-1.5084,2.134,0.0392,-26.139,90,0,1.8212
-1.325,2.4312,0.0392,26.139,90,0,1.8781
-1.6878,2.1392,0.0522,0,90,0,1.9135
-1.6116,2.2742,0.0392,0,90,0,1.9429
-1.5146,2.4156,0.0392,26.139,90,0,1.9651
-1.5834,2.2266,0.0392,0,90,0,1.905
-1.5874,2.2734,0.0522,26.139,90,0,1.9304
-1.5662,2.2854,0.0392,0,90,0,1.9258
-1.6508,2.1444,0.0261,13.258,90,0,1.8976
-1.3892,2.4354,0.0392,26.139,90,0,1.9123
-1.6668,2.1442,0.0261,13.258,90,0,1.9055
-1.5092,2.2878,0.0784,12.881,90,0,1.8985
-1.5458,2.2944,0.0261,-26.139,90,0,1.9201
-1.4278,2.4328,0.0392,26.139,90,0,1.9303
-1.6906,2.1378,0.0261,13.258,90,0,1.9142
