V_L,V_R,velocity,acc,omega,alpha
1.792200,-1.661800,-0.013000,13.258000,-4.525639,60.720005
1.863600,-1.734600,-0.013000,-26.139000,-1.424189,162.254534
2.322400,1.291000,0.065300,0.000000,-0.938987,55.248397
2.647800,2.556800,0.182900,-26.139000,-0.293215,46.521751
1.648400,1.782600,0.235200,13.258000,0.193732,-39.330995
0.960600,1.278400,0.287500,-26.139000,0.284489,65.615653
0.610000,1.036600,0.300500,13.258000,0.308923,65.842546
1.043000,1.473600,0.261300,13.258000,0.261799,2.818707
0.960200,1.288200,0.274400,13.258000,0.263545,4.564036
0.820200,0.985800,0.274400,26.516000,0.246091,-11.257374
2.238800,-0.920200,0.261300,-12.881000,-5.452409,-101.403629
3.293600,-1.771800,0.196000,13.635000,-9.108873,82.999132
1.881400,-0.629200,0.248300,25.762000,-13.301154,-181.863308
2.764000,-0.999000,0.222100,13.258000,-11.561061,-117.041780
1.899000,-0.960800,0.274400,13.258000,-9.505063,160.465571
0.927000,1.031200,0.235200,13.258000,-4.639085,205.713232
1.303000,1.074800,0.261300,13.258000,0.146608,11.013028
0.178400,0.074000,0.339800,-13.258000,0.141372,6.126106
1.174000,1.122200,0.261300,13.258000,0.087266,-18.561577
2.746800,-1.259600,0.300500,-12.881000,-1.033235,-189.211144
3.248600,-1.494400,0.222100,13.635000,-8.044223,35.037485
2.573800,-2.021800,0.274400,-12.881000,-11.344640,-106.569804
1.805400,1.086400,0.209100,-26.139000,-7.325147,-272.410989
0.315400,1.478200,0.287500,0.000000,-0.471239,171.330246
0.996400,1.256000,0.274400,13.258000,0.261799,-9.398598
0.466000,0.681200,0.313600,-26.139000,0.214675,55.658550
0.851200,0.816200,0.287500,-12.881000,0.307178,-15.838863
0.839400,0.954400,0.274400,-12.881000,0.143117,15.175638
1.401400,1.444000,0.235200,-12.881000,0.129154,-36.049776
-0.496000,-0.578200,0.235200,26.516000,0.132645,-29.321531
-0.614400,-0.724200,0.156800,-26.139000,0.075049,-60.693825
-1.147600,-1.283000,0.091400,13.258000,0.040143,-6.702064
-0.812000,-0.951600,0.026100,0.000000,0.048869,33.990287
-0.653600,-0.715600,-0.013000,-26.139000,-0.069813,9.258972
-0.706600,-0.789000,0.000000,0.000000,-0.033161,-12.295845
-0.703400,-0.792400,0.000000,0.000000,0.006981,3.045600
-0.714800,-0.783800,0.000000,0.000000,-0.003491,-6.143559
-0.721200,-0.777600,0.000000,0.000000,-0.005236,3.089233
-0.724000,-0.773800,0.000000,0.000000,0.000000,6.065019
-0.730800,-0.767400,0.000000,0.000000,-0.001745,4.188790
-0.732600,-0.758200,0.000000,0.000000,-0.003491,0.043633
-0.738800,-0.755400,0.000000,0.000000,-0.001745,0.008727
-0.744200,-0.752400,0.000000,0.000000,0.000000,-3.063053
-0.752000,-0.747200,0.000000,0.000000,-0.001745,0.017453
-0.754600,-0.739600,0.000000,0.000000,-0.001745,-3.045600
1.234000,1.234000,0.026100,0.000000,-0.010472,-12.435471
1.227000,1.227000,0.039200,0.000000,0.087266,-0.034907
1.222800,1.222800,0.052200,-26.139000,-0.031416,9.197885
1.226200,1.226200,0.065300,-26.139000,0.090757,-21.284290
1.228600,1.228600,0.104500,-26.139000,0.099484,-40.090213
1.232000,1.232000,0.000000,13.258000,-2.789036,163.546077
1.234000,1.234000,0.013000,-26.139000,0.790634,90.189889
1.234000,1.234000,0.000000,26.139000,-0.082030,80.529492
1.236000,1.236000,0.000000,0.000000,-0.005236,12.322025
0.883800,0.883800,0.000000,0.000000,0.000000,6.169739
0.881000,0.881000,0.000000,0.000000,-0.005236,6.187192
0.717000,-0.717000,0.000000,0.000000,0.005236,-2.949606
2.447000,-2.834600,0.039200,26.139000,-7.401941,-234.048652
2.498400,-2.498400,0.000000,0.000000,-10.451032,-18.011798
1.819800,-1.951200,0.013000,0.000000,-5.063200,107.215576
1.800000,-1.800000,0.000000,0.000000,-2.298599,143.850037
2.187200,-2.057600,-0.013000,0.000000,-2.235767,-41.181044
2.130000,-2.130000,0.000000,0.000000,-4.710644,-162.594873
2.540400,-2.540400,0.000000,-26.139000,-6.377433,-230.470727
2.003800,-2.134800,0.013000,0.000000,-9.920451,241.300495
0.999000,-1.129600,0.013000,26.139000,-11.840314,62.535147
1.866200,-2.131600,0.026100,12.881000,-8.477064,162.027641
1.714600,-1.847400,0.013000,-13.258000,-6.599090,1.213004
2.921800,2.255000,0.039200,0.000000,-0.902335,-190.598681
1.183400,1.605600,0.235200,-13.258000,-0.322886,-77.152279
0.970600,1.352200,0.261300,-12.881000,0.242601,75.084064
0.928800,1.422000,0.261300,-12.881000,0.364774,-37.454766
1.266800,1.537600,0.248300,13.258000,0.413643,-58.669243
0.724400,1.051600,0.287500,-26.139000,0.312414,-80.285146
0.866800,1.143600,0.274400,13.258000,0.289725,-22.218041
1.083400,1.138400,0.261300,-26.139000,0.254818,11.955505
1.077000,-2.513400,0.405100,26.516000,-5.080653,-98.881629
1.918800,-0.812800,0.248300,0.377000,-10.932742,-9.424778
2.064600,-1.729000,0.274400,13.258000,-11.822860,-101.866142
1.661800,-0.606800,0.248300,-12.881000,-12.611749,-236.832453
2.002200,-0.093600,0.222100,-12.881000,-10.119419,253.770873
0.817000,1.382000,0.261300,26.516000,-4.960226,49.986230
1.024000,0.946000,0.274400,-12.881000,0.293215,14.948745
1.158400,1.224400,0.261300,-26.139000,0.167552,76.646134
0.804600,0.937600,0.287500,13.258000,0.097738,73.661621
1.617800,-0.701200,0.300500,-26.139000,0.019199,-2.775074
2.198600,-0.032600,0.209100,26.893000,-8.686504,-249.739162
2.543200,2.269800,0.065300,-12.504000,-13.412855,64.856435
3.239600,-1.146600,0.209100,13.258000,-11.650073,-181.863308
2.545400,-1.318600,0.248300,13.258000,-10.927506,-255.760548
1.742600,-0.845200,0.274400,13.258000,-7.829547,11.074114
0.780400,2.448400,0.196000,26.516000,-2.253220,-227.276775
1.045800,1.380800,0.261300,13.258000,0.113446,18.125244
0.719400,0.916400,0.287500,13.258000,0.233874,-7.522369
1.463200,1.435600,0.235200,0.377000,0.268781,-87.685342
1.171600,1.162600,0.261300,-12.881000,0.186750,37.350046
0.944000,0.918600,0.274400,26.516000,0.123918,-10.026917
-0.447000,-0.590800,0.261300,13.258000,0.118682,4.049164
-0.632000,-0.741600,0.169900,-26.139000,0.012217,3.193953
-0.587000,-0.718000,0.143700,26.139000,-0.008727,-0.959931
-0.954200,-1.180800,0.065300,-26.139000,0.075049,-15.402531
-0.677400,-0.929600,0.013000,26.139000,0.095993,-8.944812
-0.567400,-0.775400,-0.013000,0.000000,0.048869,-9.189159
-0.654800,-0.817400,0.000000,0.000000,0.048869,-30.621802
-0.694000,-0.778200,0.000000,0.000000,-0.017453,9.224065
-0.685200,-0.786600,0.000000,0.000000,0.001745,-9.224065
-0.686800,-0.783000,0.000000,0.000000,0.003491,-6.126106
-0.696600,-0.779000,0.000000,0.000000,-0.005236,3.097959
-0.695200,-0.778600,0.000000,0.000000,0.000000,0.069813
-0.702000,-0.772000,0.000000,0.000000,-0.005236,5.750860
-0.701800,-0.769400,0.000000,0.000000,-0.003491,3.036873
-0.703800,-0.769400,0.000000,0.000000,0.000000,6.195919
-0.705600,-0.767000,0.000000,0.000000,0.000000,3.019420
1.225000,1.225000,0.013000,0.000000,0.207694,-15.603243
1.228200,1.228200,0.039200,0.000000,0.230383,36.643188
1.227400,1.227400,0.065300,0.000000,0.111701,49.104838
1.227000,1.227000,0.078400,-26.139000,0.006981,-5.951573
1.228600,1.228600,0.078400,13.258000,0.146608,-3.193953
1.232400,1.232400,0.091400,13.258000,0.090757,3.516838
1.236000,1.236000,0.117600,-26.139000,0.118682,12.705997
1.227400,1.227400,-0.013000,0.000000,-2.792527,50.570915
1.222800,1.222800,0.000000,-26.139000,0.546288,-104.772115
1.229400,1.229400,0.013000,-26.139000,0.129154,30.586895
0.881400,0.881400,0.000000,0.000000,-0.006981,18.325957
0.881600,0.881600,0.000000,0.000000,0.000000,2.967060
1.700800,-1.700800,0.000000,0.000000,-0.204204,4.982915
2.019000,-2.019000,0.000000,-26.516000,-4.644321,199.857652
2.133800,-2.133800,0.000000,-13.258000,-7.202974,-84.936448
2.247800,-2.247800,0.000000,26.139000,-9.660397,-31.023227
1.672600,-1.672600,0.000000,-26.139000,-10.492919,171.373879
1.890800,-1.890800,0.000000,-26.139000,-8.436922,28.483773
1.948600,-1.817600,-0.013000,0.000000,-5.921902,67.718775
1.694600,-1.694600,0.000000,0.000000,-3.707079,95.225164
2.200600,-2.200600,0.000000,0.000000,-1.192060,-153.004289
1.830200,-1.830200,0.000000,26.139000,-4.005531,-63.870324
2.179000,-2.443000,0.026100,13.258000,-5.747369,200.625597
1.735600,-1.604800,-0.013000,-26.139000,-9.239773,54.820792
1.586200,-1.455400,-0.013000,26.139000,-2.391101,205.503793
2.356200,0.718600,0.039200,0.000000,-0.991347,-21.982422
2.623200,2.717800,0.130600,-26.139000,-0.696386,151.241506
1.930600,1.971200,0.209100,-12.881000,0.244346,-3.010693
0.740600,1.133000,0.287500,0.000000,0.265290,20.874138
0.853600,1.303000,0.274400,13.258000,0.322886,27.899088
1.031200,1.496600,0.261300,0.000000,0.258309,24.277530
0.890200,1.232400,0.274400,-12.881000,0.240855,63.879051
0.877600,1.129400,0.274400,13.258000,0.209440,12.374384
2.569800,-1.580800,0.313600,-26.139000,-1.066396,-184.271862
2.072200,-3.205200,0.365900,-13.258000,-7.543313,-59.760074
2.314200,-1.835800,0.287500,26.516000,-11.079350,38.196531
1.855600,0.692400,0.222100,13.258000,-6.997025,222.145507
0.535200,1.674400,0.274400,13.258000,-0.691150,214.308979
0.940200,0.999200,0.287500,-12.881000,0.200713,-8.927359
0.913000,0.835400,0.287500,-12.881000,0.118682,37.507126
3.348800,-1.879400,0.248300,-26.139000,-4.417428,-212.659642
1.323800,-0.725000,0.274400,-26.516000,-11.882202,2.836160
2.030200,-0.914400,0.248300,-26.138000,-12.493067,182.125107
2.029400,-1.346800,0.274400,26.516000,-12.041026,0.287979
1.660400,-0.698800,0.287500,0.000000,-9.663888,150.700454
0.642600,1.621400,0.235200,-12.881000,-4.548328,200.529604
0.782800,1.191400,0.261300,-26.139000,0.560251,79.429934
0.620200,1.126800,0.274400,-13.258000,0.240855,60.397119
0.533400,1.041000,0.274400,-12.881000,0.190241,58.913589
1.102000,1.177600,0.248300,26.516000,0.357792,-1.989675
1.207200,1.206600,0.248300,-12.881000,0.205949,-9.398598
-0.114600,-0.123800,0.274400,-26.139000,0.054105,-16.641714
-1.042800,-1.222800,0.209100,-26.139000,0.047124,0.837758
-0.378600,-0.869000,0.143700,0.000000,0.040143,12.121312
-0.806600,-1.305000,0.091400,13.258000,-0.038397,-37.690385
-0.408800,-1.043400,0.026100,0.000000,0.172788,5.977753
-0.337600,-0.855600,0.000000,26.139000,-0.017453,2.844887
-0.379400,-0.812000,0.000000,0.000000,-0.026180,24.277530
-0.340400,-0.716000,-0.013000,-26.139000,-0.151844,-3.045600
-0.369600,-0.816800,0.000000,0.000000,-0.132645,-6.265732
-0.285800,-0.903400,0.000000,0.000000,0.013963,-15.454891
-0.290400,-0.902600,0.000000,0.000000,-0.005236,-3.019420
-0.282600,-0.907000,0.000000,0.000000,-0.015708,-3.045600
-0.260200,-0.929800,0.000000,0.000000,0.006981,-6.126106
-0.256200,-0.937800,0.000000,0.000000,0.000000,-3.124139
-0.243200,-0.945400,0.000000,0.000000,0.000000,0.000000
-0.233600,-0.954400,0.000000,0.000000,0.000000,9.241518
-0.224800,-0.964200,0.000000,0.000000,-0.003491,9.197885
1.227800,1.227800,0.026100,-13.258000,-0.003491,-24.478243
1.231000,1.231000,0.026100,-26.139000,0.015708,18.229964
1.225800,1.225800,0.026100,13.258000,0.006981,-2.757620
1.220400,1.220400,0.078400,0.000000,0.010472,18.133971
1.220000,1.220000,0.091400,-26.139000,0.026180,9.485864
1.227400,1.227400,0.104500,13.258000,0.073304,-0.261799
1.230600,1.230600,0.130600,13.258000,0.076794,-3.010693
1.233200,1.233200,0.013000,0.000000,-1.809906,-233.786853
1.231400,1.231400,0.000000,0.000000,-0.012217,-16.196655
1.234000,1.234000,0.000000,0.000000,0.000000,27.663469
0.883800,0.883800,0.000000,0.000000,-0.010472,9.337511
0.760000,-0.628000,-0.013000,-26.139000,-0.003491,-6.222099
2.526000,-2.397600,-0.013000,-26.139000,-1.054179,-218.427956
2.458200,-2.329800,-0.013000,0.000000,-5.035275,-144.391089
2.448800,-2.316800,-0.013000,-26.139000,-8.023279,-129.075825
2.467200,-2.467200,0.000000,12.504000,-10.688396,258.134196
1.676800,-1.676800,0.000000,0.000000,-9.149016,220.740517
1.914600,-1.914600,0.000000,-13.258000,-7.189011,55.196038
1.729800,-1.729800,0.000000,26.139000,-5.010840,113.202055
1.617800,-1.487800,-0.013000,13.258000,-2.410300,96.097829
2.282600,-2.021200,-0.026100,13.258000,-2.045526,-181.156450
2.426000,-2.164600,-0.026100,-26.139000,-4.246386,-123.080619
2.432800,-2.432800,0.000000,13.258000,-6.565929,-86.437431
2.514600,-2.252000,-0.026100,0.000000,-9.246754,-131.685092
1.266200,-1.004800,-0.026100,0.000000,-11.658799,-220.862690
2.132600,-1.871800,-0.026100,13.258000,-7.918559,3.089233
1.637600,-1.505600,-0.013000,-26.139000,-6.557202,89.753557
1.735800,-1.735800,0.000000,-26.139000,-3.551745,46.286132
2.146400,0.008800,-0.013000,-26.139000,-1.082104,37.166786
2.474200,2.167200,0.065300,-12.881000,-0.722566,9.773844
2.098600,1.987800,0.196000,13.258000,0.469494,-78.679443
1.544600,1.998600,0.235200,0.377000,0.382227,-24.905848
1.315000,1.667000,0.261300,13.258000,0.446804,-104.772115
0.479800,0.904000,0.313600,0.000000,0.216421,-10.323623
1.067000,1.096600,0.274400,-12.881000,0.239110,4.773475
1.324000,0.848200,0.274400,13.258000,0.031416,29.845130
1.057400,0.225600,0.300500,26.516000,-0.155334,4.241150
1.327200,0.840800,0.261300,26.516000,-0.202458,31.651546
1.161800,0.784400,0.274400,0.000000,-0.127409,-4.180064
1.158200,0.730200,0.274400,-12.881000,-0.013963,-27.148596
1.079800,0.726800,0.274400,-26.139000,-0.034907,-8.115781
1.868000,1.436600,0.222100,0.377000,0.008727,-23.448498
1.207400,0.706600,0.274400,-12.881000,0.033161,-9.747664
0.923200,0.590000,0.287500,-26.139000,-0.111701,34.723325
1.338600,1.005600,0.261300,13.258000,-0.048869,-13.124876
1.227000,0.830400,0.274400,13.258000,0.054105,-7.077310
1.129200,0.793200,0.274400,-12.881000,0.003491,-10.175270
2.626800,-0.432000,0.261300,13.258000,-0.319395,-36.416295
2.168600,-1.876200,0.300500,-13.258000,-7.944739,246.370677
2.019400,-1.458600,0.274400,13.259000,-11.798426,-21.101031
2.487000,-1.490000,0.248300,-25.762000,-12.346459,-63.102379
2.083600,-0.890400,0.261300,26.516000,-11.632619,-207.807627
1.698600,0.824600,0.222100,-26.139000,-8.176868,164.357655
0.627400,1.943600,0.261300,-12.881000,-1.357866,185.999738
1.108800,1.494800,0.261300,26.516000,0.160570,48.380527
0.985600,1.232600,0.274400,-26.139000,0.261799,25.272368
0.990600,1.186800,0.274400,26.516000,0.214675,-6.623525
3.116800,-1.735200,0.261300,0.377000,-1.094321,132.889369
2.057600,-1.654800,0.287500,-12.881000,-8.997172,-84.709555
2.004200,-0.474800,0.222100,26.516000,-12.463396,34.557519
2.174800,-1.461400,0.274400,13.258000,-12.213814,71.767939
1.849000,-1.237800,0.287500,-26.139000,-10.766936,-63.399085
0.840400,0.435400,0.274400,13.258000,-6.806784,87.903508
0.793200,2.064800,0.222100,-12.881000,-0.282743,161.992734
0.739000,1.071400,0.274400,-26.139000,0.329867,-19.102629
0.595800,1.167600,0.274400,26.516000,0.261799,18.579030
0.928600,1.118800,0.261300,13.258000,0.315905,-1.893682
1.199200,0.936600,0.261300,0.000000,0.038397,61.679936
0.862800,0.576400,0.287500,13.258000,0.010472,-12.583824
1.314000,0.708800,0.261300,26.516000,0.109956,-5.794493
1.072000,0.671400,0.274400,-26.139000,-0.008727,7.260570
0.997000,0.768000,0.274400,0.377000,-0.102974,-38.519417
1.034600,0.611600,0.274400,-26.139000,0.034907,3.193953
1.476800,0.958000,0.248300,-12.881000,0.027925,-0.375246
1.338600,0.792800,0.261300,26.516000,-0.082030,-24.556783
1.160600,0.502600,0.274400,13.258000,-0.075049,31.555553
1.107400,0.524200,0.274400,-12.881000,-0.094248,-14.826572
1.474800,0.866400,0.248300,13.258000,-0.139626,-51.871185
1.549600,0.891800,0.248300,0.377000,-0.167552,8.054694
1.295200,0.720200,0.261300,-12.881000,-0.027925,-43.511058
1.681200,1.053400,0.235200,0.377000,0.013963,3.970624
1.337400,1.166800,0.248300,26.516000,-0.012217,52.159165
0.968200,0.819800,0.274400,13.258000,-0.043633,8.874999
1.556600,0.886000,0.248300,-12.881000,-0.176278,3.961897
1.513000,1.068400,0.248300,26.516000,-0.239110,18.613936
0.968600,0.529400,0.287500,-12.881000,-0.080285,34.365533
1.125000,0.624200,0.274400,13.258000,-0.078540,-1.527163
1.445400,0.761000,0.261300,-26.139000,-0.104720,-0.829031
0.589400,0.939600,0.287500,-12.881000,-0.237365,22.750367
1.019400,1.120600,0.261300,-12.881000,0.153589,12.383111
0.831200,1.108400,0.274400,26.139000,0.144862,9.258972
1.001400,1.268200,0.261300,26.516000,0.127409,46.033059
1.025200,1.144600,0.261300,26.516000,0.176278,5.602507
1.043800,0.838000,0.274400,26.139000,0.191986,-31.869712
1.266000,0.950200,0.261300,26.516000,-0.036652,-24.129177
0.747200,0.285600,0.300500,13.258000,0.080285,-8.717920
1.569600,1.230200,0.235200,13.258000,-0.008727,-55.684730
1.059200,0.776600,0.274400,-12.881000,-0.083776,47.307149
1.152200,0.578400,0.274400,13.258000,-0.005236,-42.010075
1.984000,1.146400,0.222100,-25.762000,-0.040143,28.082348
1.080600,0.370000,0.287500,-26.139000,-0.218166,46.958083
0.756000,0.598000,0.287500,-26.139000,-0.062832,19.975293
1.434800,1.270000,0.235200,-12.881000,0.013963,-39.732420
0.848600,0.627000,0.287500,-12.881000,0.062832,24.574236
1.493800,0.598400,0.261300,13.258000,-0.186750,76.183622
1.704000,1.021400,0.235200,-12.881000,-0.230383,9.302605
1.077600,0.380000,0.287500,0.000000,-0.144862,40.613812
1.312000,0.736800,0.261300,-25.762000,-0.137881,42.245694
1.252800,1.115400,0.248300,0.377000,-0.015708,-2.844887
0.886200,0.963600,0.274400,13.258000,0.185005,27.986355
0.361000,1.123000,0.287500,-26.139000,0.240855,-20.734511
0.731000,1.351600,0.261300,-12.881000,0.712094,-51.687926
0.756400,1.360400,0.261300,13.258000,0.535816,10.131636
0.618200,1.118400,0.274400,-12.881000,0.424115,-65.310221
0.975000,1.177400,0.261300,-12.881000,0.082030,7.513642
1.090000,0.662400,0.274400,-12.881000,0.141372,-27.209683
1.071200,0.692800,0.274400,-26.139000,-0.010472,10.620328
1.322000,0.853200,0.261300,-12.881000,-0.001745,-31.197760
0.910200,0.462200,0.287500,-26.139000,-0.027925,31.250120
1.146000,1.250800,0.248300,-12.881000,0.338594,-36.355208
1.735200,0.780400,0.248300,26.516000,-0.153589,-55.702183
0.593600,-0.212600,0.326700,0.000000,0.144862,-76.742127
1.532200,0.851000,0.248300,13.258000,-0.062832,-52.979469
1.321000,0.798800,0.261300,13.258000,-0.216421,36.547194
1.123000,0.571400,0.274400,-12.881000,-0.097738,-0.715585
1.030000,0.583800,0.274400,-26.139000,-0.115192,59.000855
1.642800,1.170800,0.235200,13.258000,-0.066323,-77.291906
1.096200,0.668000,0.274400,13.258000,-0.024435,-32.419491
1.395800,0.965800,0.248300,-12.881000,-0.013963,-25.246188
1.476400,0.992600,0.248300,26.516000,-0.005236,40.194933
0.942800,0.486200,0.287500,-26.139000,0.034907,-27.375489
1.059200,0.619400,0.274400,-12.881000,0.020944,-21.039944
1.650200,1.161600,0.235200,-12.881000,0.040143,-106.246918
1.351400,0.822400,0.261300,-12.881000,0.082030,-2.626721
1.114000,0.629600,0.274400,-12.881000,0.019199,-20.734511
1.088600,0.645200,0.313600,25.762000,-0.024435,44.174283
1.729200,1.142400,0.235200,0.377000,0.092502,-63.774331
2.247400,-2.570200,0.352800,-26.138000,-0.925025,-173.485727
1.362400,-2.932600,0.379000,12.881000,-8.688249,-235.148210
1.789400,-1.185000,0.261300,13.258000,-12.618730,-206.228104
2.273800,-0.963600,0.235200,-12.881000,-12.500048,-60.423299
1.632600,-0.081400,0.261300,0.000000,-11.095058,-83.435465
1.427800,2.484000,0.182900,0.377000,-7.361799,-51.068334
-3.258600,2.641200,0.431200,-0.377000,-1.680752,-140.132485
3.239800,0.578000,0.209100,0.754000,0.537561,221.761535
2.135200,0.830000,0.235200,25.385000,1.680752,239.668613
0.154400,2.497600,0.104500,-26.139000,-0.015708,18.107791
1.397200,1.397200,0.000000,0.000000,0.006981,-8.133234
1.407000,1.407000,0.000000,0.000000,0.005236,0.017453
-0.191000,0.191000,0.000000,0.000000,-0.012217,-9.154252
-0.275800,0.275800,0.000000,0.000000,0.005236,-0.017453
-0.371200,0.371200,0.000000,0.000000,0.000000,3.054326
-0.463000,0.463000,0.000000,0.000000,-0.001745,12.243485
-0.555200,0.555200,0.000000,0.000000,0.000000,9.197885
-0.647400,0.647400,0.000000,0.000000,0.000000,0.069813
-0.735400,0.735400,0.000000,0.000000,0.000000,-0.069813
-1.012200,1.012200,0.000000,0.000000,0.001745,-2.626721
-1.109000,1.109000,0.000000,0.000000,0.000000,6.169739
-1.203000,1.203000,0.000000,0.000000,0.000000,0.017453
-1.225200,1.225200,0.000000,0.000000,0.134390,91.952672
0.879400,0.879400,0.000000,0.000000,0.069813,-6.161012
0.879600,0.879600,0.000000,0.000000,-0.005236,-7.312930
0.880800,0.880800,0.000000,0.000000,0.003491,-9.189159
0.882600,0.882600,0.000000,0.000000,0.000000,-0.034907
0.883400,0.883400,0.000000,0.000000,-0.001745,-3.115413
0.882600,0.882600,0.000000,0.000000,0.003491,-6.108652
0.881400,0.881400,0.000000,0.000000,-0.001745,3.080506
0.882200,0.882200,0.000000,0.000000,0.000000,-6.126106
0.884200,0.884200,0.000000,0.000000,0.003491,-9.206612
0.882200,0.882200,0.000000,0.000000,-0.003491,9.285152
0.883400,0.883400,0.000000,0.000000,-0.001745,0.026180
1.183600,-1.052000,-0.013000,-26.139000,-0.008727,-4.197517
1.842800,-1.842800,0.000000,-26.139000,-3.441789,-65.624380
2.708200,-2.313200,-0.039200,0.377000,-6.148795,119.476514
2.097400,-1.705000,-0.039200,0.000000,-7.314675,3.708825
1.389200,-1.389200,0.000000,0.000000,-11.707669,63.957590
2.077600,-1.545400,-0.052200,26.139000,-8.417723,124.965574
1.749600,-1.749600,0.000000,26.139000,-6.798057,3.490658
1.684600,-1.684600,0.000000,26.139000,-4.303982,159.776166
1.659800,-1.530200,-0.013000,0.000000,-1.771509,77.021380
2.258000,-2.127000,-0.013000,26.139000,-2.542945,-116.963240
2.326400,-2.196000,-0.013000,0.000000,-4.733333,-25.787240
2.301600,-2.170800,-0.013000,26.516000,-7.579965,-21.676989
2.323600,-2.587000,0.026100,-12.881000,-9.894272,-153.588974
1.339000,-1.207800,-0.013000,0.000000,-10.672688,120.602251
1.942000,-1.678200,-0.026100,13.258000,-7.874926,27.829275
1.740400,-1.477400,-0.026100,13.258000,-5.708972,55.867989
1.494400,-1.494400,0.000000,26.139000,-3.049090,67.675142
2.390000,0.803400,0.000000,13.258000,-1.162389,79.665554
2.076000,1.986000,0.143700,-13.258000,-0.778417,33.728488
2.136000,2.211000,0.196000,0.377000,0.137881,104.117616
1.683200,1.962600,0.235200,0.377000,0.237365,22.060962
0.860200,1.327200,0.287500,13.258000,0.239110,-16.833701
0.897200,1.312600,0.274400,26.516000,0.282743,-2.775074
1.819000,2.005200,0.209100,0.754000,0.383972,-39.584067
2.342000,-1.198600,0.261300,-12.881000,-7.698647,-208.200326
1.596800,-3.292600,0.379000,-12.881000,-10.363765,83.514005
3.197600,-3.197600,0.248300,25.385000,-8.892453,103.515478
3.285400,-3.285400,0.196000,27.270000,-9.475392,-86.332711
0.267200,-3.311200,0.470500,-0.378000,-10.487683,-253.011655
3.231600,-0.500800,-0.078400,-2.638000,-7.726573,250.594374
-3.196400,3.196400,-0.091400,26.139000,-13.789846,-27.454029
-3.196400,3.196400,0.509700,1.131000,-11.681489,-43.423792
