V_L,V_R,velocity,acc,omega,alpha
1.627000,0.703400,0.248300,0.377000,-0.415388,19.626227
0.791600,0.580200,0.287500,13.258000,-0.165806,39.810960
0.743800,0.509800,0.287500,-26.139000,-0.010472,27.558749
1.344600,0.965400,0.248300,-12.881000,0.144862,64.673175
0.992200,1.154800,0.261300,-12.881000,0.052360,37.568212
0.593000,0.805400,0.287500,-26.139000,0.211185,-31.922072
0.903800,1.143800,0.261300,13.258000,0.253073,-14.896385
0.955800,1.279600,0.261300,13.258000,0.172788,79.709187
1.217400,0.600600,0.274400,-12.881000,0.101229,-33.065263
1.432400,0.607600,0.261300,-12.881000,-0.113446,-9.878564
1.671600,0.803600,0.248300,13.258000,-0.155334,11.222467
1.469600,0.600400,0.261300,26.516000,-0.122173,-23.797564
1.214000,0.371200,0.274400,-26.139000,-0.099484,-5.436701
0.999600,0.762200,0.274400,-26.139000,-0.019199,-43.860124
0.948000,0.800200,0.274400,-12.881000,0.082030,12.758357
0.977000,1.004000,0.261300,-12.881000,0.179769,22.523474
0.806000,0.923000,0.274400,0.000000,0.158825,24.670229
0.807000,0.978200,0.274400,13.258000,0.139626,-24.356070
0.603200,0.700400,0.287500,13.258000,0.190241,-36.957347
1.703400,1.032200,0.235200,0.377000,-0.226893,-16.563175
1.228800,0.573200,0.274400,13.258000,-0.169297,-63.224552
0.996600,0.335800,0.287500,13.258000,-0.066323,5.270894
1.553000,0.810800,0.248300,13.258000,-0.097738,-14.896385
1.273400,0.513000,0.274400,13.258000,-0.137881,27.070057
1.152600,0.145400,0.287500,13.258000,-0.171042,53.162729
1.446600,0.820400,0.248300,-26.139000,-0.438078,-61.322143
0.970600,1.048000,0.261300,-26.139000,0.043633,5.471607
0.502600,0.790400,0.287500,13.258000,0.164061,32.690017
0.990600,1.319000,0.248300,13.258000,0.235619,6.771877
0.713600,1.078200,0.274400,0.000000,0.214675,15.934856
0.551000,0.860400,0.287500,-26.139000,0.205949,12.330751
0.913800,1.091200,0.261300,-12.881000,0.223402,12.287118
1.138000,0.505800,0.287500,26.139000,0.169297,-37.288959
-0.248200,-2.334000,0.444300,0.377000,-7.009242,-53.232542
2.681800,-1.812600,0.274400,-26.139000,-9.946631,263.797789
0.461000,-0.690000,0.313600,-13.258000,-14.105751,109.493230
0.147200,0.185800,0.287500,-12.881000,-13.088224,21.947515
2.177800,0.725600,0.196000,13.258000,-9.356710,228.638132
0.975200,1.125200,0.261300,13.258000,-3.502876,58.276544
1.160800,0.879400,0.274400,-26.139000,0.129154,-58.704149
1.341000,1.222600,0.261300,-12.881000,0.101229,39.732420
0.843200,0.801000,0.300500,-26.139000,0.099484,2.652900
3.372200,-1.164600,0.222100,13.635000,-2.192134,199.517313
2.771000,-1.527800,0.248300,0.377000,-9.155997,134.844138
1.781200,-0.304400,0.235200,26.139000,-12.957324,83.941610
2.566000,-1.298000,0.261300,26.138000,-11.386528,-231.989164
1.615200,1.699400,0.222100,0.377000,0.383972,-36.599554
0.867800,1.125200,0.287500,13.258000,0.178024,28.710666
0.521000,1.245600,0.287500,13.258000,0.308923,6.091199
0.708400,1.316600,0.274400,26.516000,0.464258,45.526913
0.624800,1.037200,0.287500,13.258000,0.392699,-24.530603
0.913600,0.873800,0.274400,-12.881000,0.301942,-36.372662
1.386600,1.073000,0.248300,13.258000,-0.027925,93.156949
1.124000,0.789400,0.274400,13.258000,-0.029671,-9.485864
0.930400,0.529400,0.287500,-26.139000,-0.048869,39.837140
1.300000,0.797600,0.261300,-26.139000,-0.059341,2.731440
1.558200,0.979200,0.248300,26.516000,-0.061087,-3.508112
1.007800,0.380200,0.287500,13.258000,-0.068068,70.537482
1.453800,0.885800,0.248300,0.000000,-0.129154,-34.618606
1.243600,0.866400,0.261300,-12.881000,-0.179769,104.841928
0.752000,0.276400,0.300500,0.000000,-0.010472,15.926129
1.024200,0.587000,0.274400,-26.139000,-0.054105,23.989551
-0.368200,-0.979200,0.248300,13.258000,0.050615,38.021998
-0.757600,-1.104000,0.182900,26.139000,-0.078540,22.052235
0.030600,1.294600,0.039200,-12.881000,-1.071632,-111.308373
1.170400,1.643000,0.013000,-26.139000,0.089012,68.565260
0.603200,1.363200,0.000000,0.000000,0.005236,9.285152
0.518800,1.443600,0.000000,0.000000,-0.001745,6.178466
0.441800,1.529200,0.000000,0.000000,-0.001745,-6.117379
0.361400,1.598400,0.000000,0.000000,0.000000,6.955137
0.283200,1.672200,0.000000,0.000000,0.000000,-6.108652
0.206600,1.757000,0.000000,0.000000,0.003491,-0.008727
0.126400,1.844600,0.000000,0.000000,0.000000,-0.017453
0.046000,1.921800,0.000000,0.000000,-0.001745,-0.026180
-0.031400,1.995200,0.000000,0.000000,0.001745,-9.669124
-0.109800,2.073800,0.000000,0.000000,0.001745,-6.108652
-0.190200,2.152800,0.000000,0.000000,0.000000,3.159046
-0.268600,2.237200,0.000000,0.000000,0.000000,0.008727
-0.346800,2.315400,0.000000,0.000000,0.001745,-3.045600
0.877600,0.877600,0.013000,26.139000,-0.001745,3.080506
0.884000,0.884000,0.000000,0.000000,-0.003491,-3.045600
0.884200,0.884200,0.000000,0.000000,0.000000,-6.161012
0.886000,0.886000,0.000000,0.000000,-0.001745,0.000000
0.886600,0.886600,0.000000,0.000000,0.003491,0.008727
0.886400,0.886400,0.000000,0.000000,0.000000,3.036873
0.887600,0.887600,0.000000,0.000000,0.000000,9.171705
0.881000,0.881000,0.000000,0.000000,0.001745,-9.293878
0.886000,0.886000,0.000000,0.000000,-0.003491,3.054326
0.886600,0.886600,0.000000,0.000000,0.001745,-10.044370
1.197200,-1.197200,0.000000,0.000000,0.001745,-3.001966
2.624200,-2.355200,-0.026100,-13.258000,-2.694788,232.669842
2.594000,-2.323600,-0.026100,0.000000,-6.229080,-44.933502
2.465400,-3.006800,0.052200,0.000000,-8.545132,-87.737701
2.438600,-2.175200,-0.026100,0.000000,-11.740830,86.664324
2.707200,-2.182600,-0.052200,-12.881000,-8.415978,-124.293623
1.833800,-1.833800,0.000000,0.000000,-7.370525,83.060219
2.312400,-2.178800,-0.013000,-26.139000,-2.977532,156.983639
1.848800,-1.848800,0.000000,0.000000,-6.010914,-217.598924
2.015200,-2.015200,0.000000,0.000000,-8.140216,264.103222
2.939000,-2.412000,-0.052200,26.516000,-9.531243,-263.981049
1.349200,-1.349200,0.000000,26.139000,-10.573205,-108.472213
2.510400,-2.248000,-0.026100,26.139000,-7.267551,-216.237567
2.078000,-2.078000,0.000000,26.139000,-5.342453,170.431401
1.986200,-1.855400,-0.013000,26.139000,-3.054326,145.403380
2.461600,-0.064400,0.026100,-25.762000,-1.719149,24.792402
1.428600,1.015200,0.196000,-25.762000,-0.623083,158.371176
1.368200,1.614000,0.235200,-12.881000,0.185005,-42.839106
0.667200,1.154600,0.287500,26.139000,0.382227,-5.157448
1.680600,1.959400,0.209100,-12.127000,0.212930,6.056292
1.223800,1.449800,0.248300,13.258000,0.237365,-49.087385
2.019000,-0.525800,0.274400,13.258000,-0.150098,-137.296325
2.300000,-0.504600,0.222100,-13.258000,-8.496263,213.165788
3.177600,-1.930600,0.248300,26.516000,-10.000737,11.763519
1.943600,-0.328600,0.274400,0.000000,-7.686430,91.158547
0.526400,1.930400,0.248300,-26.139000,-2.274164,-168.284646
1.262000,1.095200,0.261300,13.258000,0.141372,-8.552113
0.871000,0.925400,0.287500,-26.139000,0.064577,-18.090338
0.824000,0.848400,0.287500,13.258000,0.141372,3.586652
1.227600,1.085800,0.261300,-26.139000,0.183260,8.665560
0.953000,0.778000,0.287500,0.000000,0.122173,-19.198622
0.887400,0.704600,0.287500,-26.139000,0.054105,9.293878
1.325400,0.875600,0.261300,13.258000,-0.076794,-15.821410
1.316000,0.825000,0.261300,-26.139000,0.022689,-0.349066
1.384000,0.892600,0.261300,-26.139000,-0.006981,-16.240289
1.194200,0.689400,0.274400,-12.881000,-0.026180,-29.914943
1.480000,0.988200,0.248300,-12.881000,-0.061087,-9.285152
1.486200,1.122200,0.248300,13.258000,-0.115192,-34.060100
1.135000,0.746800,0.274400,-12.881000,0.000000,6.466445
1.138600,0.617800,0.274400,-12.881000,0.101229,12.034045
1.313800,0.890400,0.261300,-12.881000,-0.012217,34.286993
0.809000,0.354400,0.300500,-26.139000,0.047124,5.506514
1.049200,0.652800,0.274400,13.258000,-0.041888,65.179321
1.790600,1.364400,0.222100,26.516000,0.008727,-67.936941
0.982400,0.909600,0.274400,-12.881000,0.054105,26.441738
0.769600,0.317200,0.300500,0.000000,0.050615,5.279621
1.429000,1.043200,0.248300,13.258000,-0.015708,21.554816
0.930400,0.584000,0.287500,13.258000,-0.033161,0.392699
2.434600,-1.993600,0.313600,0.000000,-0.586431,-113.132242
1.622800,0.053000,0.235200,13.258000,-10.105456,59.358648
2.404600,-1.442800,0.261300,-13.258000,-11.201523,-13.988814
1.342200,-0.051000,0.248300,-12.881000,-12.870058,5.174901
2.691200,-0.961400,0.248300,26.516000,-10.070550,99.108521
1.513400,-0.249600,0.274400,-26.139000,-7.004006,-94.055793
0.356200,1.955200,0.248300,13.258000,-1.094321,222.328767
0.823000,1.011400,0.287500,0.000000,0.158825,88.566733
0.706600,0.925600,0.287500,13.258000,0.134390,98.698369
1.192600,1.397000,0.248300,0.377000,0.115192,95.740036
1.091400,1.209800,0.261300,26.516000,0.146608,14.695672
0.875600,0.926400,0.274400,-12.881000,0.162316,-14.381513
-0.468800,-0.515800,0.222100,-25.762000,0.155334,-33.440508
-0.565800,-0.701200,0.156800,-12.881000,0.132645,13.465215
-1.456400,-1.502400,0.104500,-12.881000,0.003491,40.369466
-1.073400,-1.087800,0.026100,0.000000,-0.036652,6.597345
-1.014600,-0.886600,0.000000,0.000000,-0.075049,21.668263
-0.952200,-0.824200,-0.013000,-26.139000,0.005236,21.537363
-1.052000,-0.858800,0.000000,0.000000,-0.017453,3.028146
-1.068600,-0.837800,0.000000,0.000000,-0.003491,-3.054326
-1.089600,-0.811000,0.000000,0.000000,-0.001745,9.241518
-1.115600,-0.792800,0.000000,0.000000,0.003491,-9.154252
-1.135600,-0.764200,0.000000,0.000000,0.001745,-6.161012
-1.163400,-0.742800,0.000000,0.000000,0.003491,-0.078540
-1.195800,-0.724400,0.000000,0.000000,0.001745,-0.392699
-1.259600,-0.653200,0.000000,0.000000,-0.001745,0.000000
1.233200,1.233200,0.026100,26.139000,0.122173,-24.417156
1.222800,1.222800,0.026100,0.000000,0.104720,-26.520278
1.223600,1.223600,0.039200,13.258000,-0.094248,6.169739
1.225800,1.225800,0.065300,-26.139000,-0.068068,2.827433
1.232800,1.232800,0.104500,26.139000,0.064577,-30.944688
1.234800,1.234800,0.130600,26.139000,0.150098,-30.002210
1.237200,1.237200,0.117600,-12.881000,0.097738,54.367006
1.237200,1.237200,0.065300,-12.504000,-0.130900,133.028995
0.882200,0.882200,0.000000,0.000000,-0.017453,9.128072
0.883200,0.883200,0.000000,0.000000,-0.005236,0.383972
2.109000,-1.978000,-0.013000,0.000000,-0.574213,-21.389010
2.875000,-2.216400,-0.065300,13.258000,-4.363323,-147.558861
2.528400,-2.263000,-0.026100,26.139000,-7.344345,-92.650803
2.879200,-2.203600,-0.065300,-25.762000,-10.039134,-142.279240
1.606400,-1.340600,-0.026100,26.139000,-10.218903,64.917521
1.498200,-1.628400,0.013000,-26.139000,-8.407251,-268.440365
2.023600,-1.892000,-0.013000,0.000000,-4.717625,-199.360234
1.581800,-1.842600,0.026100,0.000000,-2.659882,-34.356806
2.059000,-1.927200,-0.013000,0.000000,-1.600467,285.937291
2.360600,-2.360600,0.000000,26.139000,-3.391175,-68.704886
1.753000,-1.621600,-0.013000,0.000000,-7.536332,265.071880
2.344800,-2.734200,0.039200,12.881000,-7.817330,87.318822
2.258600,-1.997000,-0.026100,26.139000,-11.561061,-8.787733
1.303400,-1.303400,0.000000,-26.139000,-10.068804,-282.813152
0.611600,-0.742400,0.013000,0.000000,-8.950048,136.798907
1.853800,-1.984200,0.013000,26.139000,-3.584906,-91.062554
1.717800,-1.455800,-0.026100,0.000000,-1.336922,165.963358
2.612000,1.493400,0.052200,13.258000,-0.883137,54.122660
2.331600,2.358600,0.169900,0.377000,-0.380482,2.522001
1.575200,1.908200,0.235200,0.377000,0.076794,92.607170
1.019000,1.393800,0.274400,-26.139000,0.307178,-18.491763
0.954200,1.393200,0.274400,-12.881000,0.333358,-55.632370
0.786200,1.163800,0.287500,-12.881000,0.357792,25.647613
0.675800,1.069200,0.287500,26.516000,0.272271,11.205014
0.949400,1.085200,0.261300,13.258000,0.324631,-45.308747
-1.315800,2.921600,0.274400,-13.258000,3.846706,-276.015094
-2.394600,2.484400,0.300500,-12.881000,9.505063,-35.796703
-2.063000,2.606200,0.274400,-26.139000,11.700687,79.316488
-1.649800,2.657400,0.261300,13.258000,11.958996,-70.685835
-1.088600,1.733600,0.287500,13.258000,10.444050,63.652158
0.983600,1.601000,0.222100,-12.881000,5.630432,-46.364672
1.119200,1.242000,0.248300,-12.881000,0.012217,71.122167
1.722000,1.241800,0.235200,-12.881000,0.041888,-58.800142
1.511400,0.844400,0.261300,26.516000,-0.095993,-15.227998
0.676200,0.729000,0.274400,13.258000,-0.179769,34.208453
-1.050200,3.352200,0.209100,-25.385000,5.326745,235.279110
-2.729800,2.591000,0.313600,13.258000,9.904743,-21.266837
-1.743200,2.844000,0.248300,-26.138000,11.861258,-111.535266
-0.734600,1.603400,0.261300,-26.138000,12.623966,99.300508
-0.634800,2.094200,0.261300,-12.881000,8.782497,255.690735
1.428400,0.341800,0.274400,26.139000,3.701843,-248.290539
1.635200,0.725400,0.248300,0.377000,-0.158825,-81.437063
1.854200,0.836000,0.235200,0.377000,-0.286234,-59.751347
1.192200,0.263800,0.287500,0.000000,-0.415388,60.606558
1.180000,0.149800,0.287500,13.258000,-0.319395,-27.820548
1.507600,0.401600,0.261300,13.258000,-0.291470,65.624380
-0.116800,-1.251600,0.222100,-12.881000,-0.235619,-49.314278
-0.576400,-1.156200,0.169900,-26.139000,-0.298451,-8.962266
0.149600,-0.641800,0.104500,-26.139000,-0.001745,43.048546
-0.441000,-1.131200,0.039200,0.000000,-0.043633,76.855574
-0.141000,-1.042000,0.000000,26.139000,-0.012217,2.661627
-0.248600,-0.927000,0.000000,26.139000,-0.256563,-6.012659
-0.097800,-1.082800,0.000000,0.000000,0.024435,2.984513
-0.068000,-1.118400,0.000000,0.000000,0.000000,7.470009
-0.025400,-1.159800,0.000000,0.000000,0.000000,3.028146
0.016800,-1.200400,0.000000,0.000000,0.000000,3.054326
0.057800,-1.241600,0.000000,0.000000,-0.001745,-0.017453
0.098000,-1.279800,0.000000,0.000000,-0.001745,3.071779
0.136200,-1.316400,0.000000,0.000000,-0.003491,-3.569198
0.168200,-1.346800,0.000000,0.000000,-0.012217,9.224065
0.201400,-1.381600,0.000000,0.000000,-0.008727,0.034907
0.231600,-1.412000,0.000000,0.000000,-0.017453,3.071779
1.235200,1.235200,0.013000,26.139000,0.368264,-40.151299
1.232400,1.232400,0.013000,-12.881000,0.043633,15.297811
1.235600,1.235600,0.065300,26.139000,-0.087266,6.257005
1.236800,1.236800,0.065300,0.000000,0.010472,-3.063053
1.239200,1.239200,0.013000,26.139000,0.186750,114.266706
1.235600,1.235600,0.000000,0.000000,-0.092502,-23.073253
0.881600,0.881600,0.000000,0.000000,0.006981,4.433136
0.882800,0.882800,0.000000,0.000000,-0.006981,3.010693
0.885200,0.885200,0.000000,0.000000,0.005236,3.010693
0.882600,0.882600,0.000000,0.000000,-0.005236,3.080506
0.884000,0.884000,0.000000,0.000000,-0.005236,6.126106
0.884800,0.884800,0.000000,0.000000,0.003491,-3.124139
-2.308000,2.442600,-0.013000,0.000000,0.595157,12.540191
-2.320600,2.589000,-0.026100,-12.881000,4.934046,-219.771859
-2.341200,2.606000,-0.026100,0.000000,7.757989,-234.327905
-3.244400,3.244400,0.182900,-13.258000,6.620034,-100.967297
0.494400,0.033200,-0.052200,26.138000,17.943730,79.665554
-0.438600,2.001400,-0.156800,-13.258000,6.461209,-151.747652
-1.436000,2.222400,-0.078400,0.000000,4.853761,-178.433736
-2.002600,2.268600,-0.026100,-26.139000,2.670354,86.524698
-1.871800,1.871800,0.000000,26.139000,2.701770,-137.453405
-2.681200,2.816800,-0.013000,0.000000,3.209660,101.674155
-2.084800,2.084800,0.000000,0.000000,6.705555,-117.067959
-1.973000,1.713200,0.026100,26.139000,9.911725,206.393910
-2.663000,2.793800,-0.013000,26.139000,10.845476,-237.015712
-2.410000,2.017600,0.039200,-13.258000,8.398524,-8.997172
-2.314200,1.789400,0.052200,26.139000,6.902777,-54.201200
-2.074800,2.205600,-0.013000,13.258000,4.052655,-90.285882
-1.827000,1.827000,0.000000,13.258000,1.926843,-64.978608
1.244800,2.167200,0.091400,26.139000,1.219985,9.084439
-0.669600,-0.575400,0.431200,-27.270000,0.162316,-74.516832
1.460800,0.857800,0.261300,13.258000,0.013963,-26.555185
1.577800,0.607200,0.261300,13.258000,-0.226893,23.561945
1.660600,0.575000,0.261300,0.000000,-0.422370,31.887165
1.253000,-0.128400,0.300500,-26.139000,-0.226893,-76.995200
1.737800,0.290600,0.261300,-12.881000,-0.267035,42.001348
-0.325600,2.085000,0.274400,-26.139000,0.389208,144.897234
-2.227000,3.154800,0.274400,0.377000,6.825983,198.714462
-1.172200,2.877200,0.235200,-26.516000,11.714650,-158.327543
-1.463000,2.228800,0.261300,13.259000,12.571607,-155.037597
-0.735400,1.885000,0.248300,-12.881000,11.582005,-231.413205
-0.309600,1.652600,0.248300,-12.881000,7.354817,-123.804930
0.959400,0.478200,0.274400,-26.139000,1.359611,-119.502694
1.278000,1.222800,0.248300,-12.881000,0.115192,40.273472
1.350400,1.040000,0.261300,26.139000,-0.006981,12.897983
1.131200,0.653800,0.274400,13.258000,-0.050615,-52.290064
-1.353600,3.345400,0.248300,13.258000,1.733112,206.934963
-1.333800,2.739000,0.248300,-12.881000,9.171705,-62.465334
-0.095000,2.192000,0.196000,13.258000,13.252285,11.335913
-1.270400,1.974800,0.274400,26.139000,12.384856,256.240514
-0.634200,2.322400,0.235200,-26.139000,10.541789,173.869700
0.156800,1.744800,0.248300,13.258000,6.024877,-178.433736
0.867600,0.505000,0.287500,0.000000,0.375246,-132.374497
1.208000,0.837600,0.261300,13.258000,0.012217,-25.953046
1.316600,0.756000,0.261300,13.258000,-0.069813,9.354965
1.492000,0.748000,0.261300,13.258000,-0.102974,-44.017204
1.359000,0.405000,0.274400,-12.881000,-0.108210,-15.245451
1.482400,0.579000,0.261300,-26.139000,-0.186750,15.515977
-0.220600,-1.268400,0.235200,13.258000,-0.089012,-27.410396
-0.505200,-1.076200,0.169900,13.258000,-0.151844,88.907072
0.015000,-0.721000,0.117600,0.000000,0.001745,-64.001224
-0.698600,-1.265200,0.026100,-26.139000,-0.017453,-5.864306
-0.415600,-1.015400,-0.026100,13.258000,-0.062832,3.220132
-0.502400,-1.191000,0.000000,0.000000,0.057596,-12.295845
-0.507000,-1.186000,0.000000,0.000000,0.006981,3.028146
-0.487000,-1.205400,0.000000,0.000000,0.005236,-6.108652
-0.471000,-1.224800,0.000000,0.000000,-0.003491,0.000000
-0.447000,-1.248200,0.000000,0.000000,0.000000,-3.097959
-0.425800,-1.272000,0.000000,0.000000,0.000000,-6.091199
-0.403600,-1.294400,0.000000,0.000000,0.001745,0.061087
-0.382600,-1.312400,0.000000,0.000000,0.000000,-2.993240
-0.358000,-1.330800,0.000000,0.000000,0.003491,-3.900811
-0.339800,-1.357000,0.000000,0.000000,0.000000,-3.097959
-0.320600,-1.372200,0.000000,0.000000,-0.003491,9.171705
1.231400,1.231400,0.026100,26.139000,0.204204,-18.439404
1.233600,1.233600,0.013000,0.000000,0.054105,-89.177598
1.233200,1.233200,0.039200,26.139000,-0.041888,-6.283185
1.224200,1.224200,0.052200,0.000000,-0.019199,-24.478243
1.226600,1.226600,0.078400,0.000000,0.066323,-9.215338
1.231400,1.231400,0.091400,0.000000,0.050615,12.060225
1.236000,1.236000,0.026100,26.139000,-2.129302,88.889619
1.233200,1.233200,0.000000,-26.139000,0.376991,117.155226
1.234800,1.234800,0.000000,0.000000,-0.024435,-6.257005
0.884000,0.884000,0.000000,0.000000,-0.005236,-6.169739
0.883400,0.883400,0.000000,0.000000,0.005236,-3.054326
0.882200,0.882200,0.000000,0.000000,0.000000,-0.017453
-2.411800,2.282200,0.013000,26.139000,0.352557,0.375246
-2.032600,2.557400,-0.052200,-26.516000,4.953244,190.799394
-2.109400,2.109400,0.000000,-13.258000,7.991863,-152.672676
-2.760200,2.497200,0.026100,0.000000,9.855874,-199.447500
-2.042800,1.910200,0.013000,26.139000,9.890781,274.016692
-2.223800,2.223800,0.000000,-13.258000,7.707374,-146.372038
-2.147400,1.880400,0.026100,26.139000,5.907940,-76.375608
-2.572200,2.572200,0.000000,26.139000,3.207915,-7.435103
-2.216800,2.346600,-0.013000,13.258000,6.112143,18.997909
-2.500800,1.979600,0.052200,0.000000,9.004154,-119.441607
-2.661800,2.533800,0.013000,-13.258000,10.651744,-138.151537
-1.980000,1.980000,0.000000,13.258000,8.297295,-145.124127
-2.206800,2.077600,0.013000,-26.139000,6.627015,-8.848819
-2.176400,1.915000,0.026100,26.139000,4.316199,-33.457962
-2.069400,1.940800,0.013000,-26.139000,1.698205,-114.170713
1.314000,2.576600,0.065300,0.000000,1.151917,-27.977628
3.233800,3.233800,0.078400,13.635000,0.335103,-282.263373
1.343600,0.828200,0.274400,0.000000,-0.038397,-2.024582
1.716800,0.937600,0.261300,-12.881000,-0.265290,-9.677851
1.443600,0.414800,0.287500,13.258000,-0.256563,19.006636
1.644600,0.250800,0.274400,26.516000,-0.221657,-94.806285
1.687800,0.573800,0.261300,-12.881000,-0.392699,-6.562438
1.242400,-0.221600,0.300500,-26.139000,-0.205949,67.038096
1.615400,-2.016600,0.326700,-25.762000,-6.754424,-236.710280
1.540400,-1.729800,0.313600,13.258000,-11.044443,144.434722
2.772600,-1.012800,0.222100,0.377000,-12.196361,66.235245
2.107600,-1.230400,0.261300,-26.138000,-11.978195,272.376083
1.592000,0.080200,0.248300,-26.139000,-9.834930,-229.039557
0.048400,1.853800,0.248300,26.516000,-4.387758,191.401532
1.122200,1.395400,0.248300,-12.881000,0.312414,46.207592
0.602600,1.000600,0.287500,0.000000,0.298451,24.225170
0.872800,1.344600,0.261300,26.516000,0.310669,-3.359759
0.949200,1.349200,0.261300,0.000000,0.364774,-55.335664
1.139000,1.382600,0.248300,-12.881000,0.240855,-12.461651
1.228400,1.423600,0.248300,26.516000,0.171042,-56.330502
0.559200,0.643400,0.300500,-26.139000,0.185005,15.908676
1.296200,1.230000,0.248300,26.516000,0.186750,27.445302
0.855800,0.733600,0.287500,0.000000,0.101229,-16.039576
0.659600,0.499400,0.300500,0.000000,0.017453,9.023352
1.106200,0.627600,0.274400,13.258000,-0.050615,17.514379
1.730400,1.186200,0.235200,26.516000,0.043633,-135.830249
1.001800,0.522000,0.287500,-26.139000,0.001745,-45.195301
1.083200,0.669000,0.274400,-26.139000,-0.024435,-22.130775
0.826000,0.355400,0.300500,0.000000,-0.001745,47.027897
0.862400,0.333000,0.300500,-26.139000,0.036652,-12.034045
1.087200,0.652800,0.274400,13.258000,-0.055851,-8.351400
1.403000,1.461400,0.235200,-12.881000,-0.113446,-0.863938
0.771200,0.787600,0.287500,-26.139000,-0.066323,64.184483
3.302600,-0.248800,0.222100,-12.881000,-0.514872,-202.789806
2.258400,-0.259200,0.261300,-12.881000,-1.099557,-8.691740
1.686000,-0.870200,0.300500,-12.881000,-1.216494,54.332100
1.875800,0.075800,0.248300,26.516000,-0.657989,63.931410
1.029400,0.341000,0.274400,-26.139000,-0.438078,56.714474
1.127000,0.633800,0.261300,26.516000,-0.010472,-43.214352
0.538600,0.873200,0.274400,-26.139000,0.109956,-12.557644
0.649200,1.647200,0.248300,-26.139000,0.544543,-33.676128
0.422800,1.692600,0.261300,26.516000,0.696386,-148.457706
-0.106000,1.106400,0.300500,-26.139000,0.783653,67.107910
0.483000,1.496800,0.261300,13.258000,0.982620,97.136299
1.547000,0.185400,0.274400,-26.138000,0.054105,13.727015
0.626800,1.053600,0.274400,-26.139000,-0.429351,67.378436
0.926200,1.087200,0.261300,13.258000,0.211185,58.180551
2.774400,-1.663200,0.313600,13.258000,-1.345649,-197.545091
2.160800,-1.964000,0.300500,-26.139000,-8.576548,-102.773713
1.397600,-1.804000,0.313600,0.377000,-11.866494,-198.112323
1.452600,0.567600,0.209100,-12.881000,-12.964306,-201.978227
1.761400,-0.320000,0.248300,13.258000,-10.281735,183.669724
1.057200,0.371400,0.300500,-12.881000,-6.223844,-128.883838
0.528000,1.007800,0.300500,-26.139000,0.139626,82.161374
1.488200,1.598400,0.235200,26.516000,0.335103,-72.815136
1.314400,1.487800,0.248300,26.516000,0.204204,121.003677
0.612200,0.702200,0.300500,-26.139000,0.179769,-3.935717
0.012400,-0.034800,0.235200,0.377000,0.116937,-43.476152
-0.428400,-0.662600,0.156800,-12.881000,0.164061,-91.271993
-0.143400,-0.531200,0.117600,26.516000,-0.055851,18.570303
-0.615000,-1.060400,0.065300,0.000000,0.034907,-15.393804
-0.327600,-0.816800,0.013000,26.139000,0.059341,-12.208578
-0.211600,-0.674200,-0.013000,-26.139000,0.029671,2.958333
-0.285000,-0.736800,0.000000,0.000000,0.006981,3.010693
-0.287600,-0.730600,0.000000,0.000000,-0.003491,0.052360
-0.280800,-0.735000,0.000000,0.000000,0.000000,0.000000
-0.275600,-0.739600,0.000000,0.000000,0.003491,0.017453
-0.274000,-0.741800,0.000000,0.000000,0.000000,6.134832
-0.271800,-0.747000,0.000000,0.000000,0.000000,-6.108652
-0.270800,-0.748000,0.000000,0.000000,-0.003491,3.132866
-0.265400,-0.750600,0.000000,0.000000,0.000000,10.917034
-0.261800,-0.758000,0.000000,0.000000,0.001745,-6.152286
-0.261600,-0.757600,0.000000,0.000000,-0.003491,6.117379
1.231000,1.231000,0.013000,0.000000,0.010472,-36.599554
1.228600,1.228600,0.026100,0.000000,0.095993,-12.339478
1.228600,1.228600,0.052200,-26.139000,0.169297,2.652900
1.230200,1.230200,0.065300,0.000000,0.162316,6.230825
1.230200,1.230200,0.104500,0.000000,0.097738,9.267698
1.223600,1.223600,0.104500,0.000000,0.089012,-49.410271
1.221600,1.221600,0.117600,-12.881000,0.102974,-30.770155
1.225400,1.225400,0.130600,-26.139000,0.092502,-27.602382
1.231000,1.231000,0.156800,13.258000,0.036652,6.658431
1.235600,1.235600,0.013000,-26.139000,-3.771657,135.455003
1.232800,1.232800,0.000000,26.139000,-0.160570,102.328654
1.232400,1.232400,0.013000,-26.139000,-0.059341,30.578168
2.042000,-2.174200,0.013000,-26.139000,-0.493928,-218.375596
2.057400,-1.796400,-0.026100,0.377000,-5.600762,-233.603593
2.240600,-1.982200,-0.026100,13.258000,-7.787659,-14.835299
2.050200,-2.310200,0.026100,26.139000,-10.360274,71.767939
3.236200,-3.236200,0.000000,13.635000,-3.719297,210.067829
-0.836400,1.231800,-0.039200,-13.258000,-10.592403,-6.928957
2.410600,-1.888800,-0.052200,-26.139000,-3.213151,17.627825
2.083400,-1.549800,-0.052200,13.258000,-2.743658,5.611234
2.364000,-2.100200,-0.026100,26.139000,-1.734857,27.515116
2.382800,-2.513600,0.013000,26.139000,-3.518584,-166.382237
2.103800,-1.972800,-0.013000,-26.139000,-6.890560,173.084302
1.724600,-1.594600,-0.013000,12.881000,-9.964085,230.880880
2.203600,-2.593000,0.039200,0.000000,-11.021754,-156.896373
2.165200,-2.033600,-0.013000,0.000000,-8.532915,250.384934
1.951200,-2.471800,0.052200,-26.139000,-6.220353,-42.245694
