V_L,V_R,velocity,acc,omega,alpha
2.742800,2.742800,0.274400,13.258000,0.188496,161.416776
2.751600,2.751600,0.588100,-12.881000,-0.099484,-133.727127
2.750600,2.750600,0.731800,0.377000,-0.005236,213.410134
2.749800,2.749800,0.862500,0.754000,0.294961,-247.566227
2.760400,2.760400,1.097800,-12.127000,-0.310669,-276.564873
2.763800,2.763800,1.254600,-11.750000,-0.621337,-16.632988
2.765600,2.765600,1.320000,14.012000,0.006981,264.469741
2.763000,2.763000,1.529100,-12.127000,-0.331613,206.315371
-2.700200,2.757800,1.123900,-25.008000,5.717699,149.583443
0.000000,-0.408200,1.110900,-25.385000,14.453072,-77.606065
-1.569400,-2.615800,0.065300,13.635000,11.316715,-48.747046
-2.759400,-2.759400,-0.248300,0.754000,8.964011,-52.813663
-2.747200,-2.747200,-0.248300,-0.377000,7.302458,21.048671
-2.749800,-2.749800,-0.457400,12.881000,5.333726,26.607544
-2.757800,-2.757800,-1.006300,25.385000,0.036652,253.378174
-2.763800,-2.763800,-1.293800,25.385000,0.061087,-270.857646
-2.763800,-2.763800,-1.372200,-0.754000,-0.127409,20.621065
-2.769200,-2.769200,-1.829700,-1.885000,-0.312414,-145.141580
0.000000,-2.772600,-1.280800,-26.516000,24.968680,255.044963
0.000000,0.291200,-0.548900,-0.377000,24.729570,246.379404
0.470600,0.764600,0.169900,-26.139000,10.119419,-26.816984
2.778800,2.778800,0.718800,13.258000,10.018190,284.959907
2.773600,2.773600,0.888700,0.754000,7.604400,-34.836772
2.777000,2.777000,1.150100,-25.385000,0.610865,49.619711
2.770000,2.770000,0.457400,-12.881000,0.150098,-64.254296
2.766400,2.766400,0.143700,-26.139000,-0.301942,-121.579636
2.763000,2.763000,0.209100,-25.762000,-0.214675,-245.620185
2.753400,2.753400,0.235200,0.377000,-0.012217,56.967547
2.765600,2.765600,0.326700,-25.762000,-0.017453,-75.424404
2.765600,2.765600,0.287500,0.377000,-0.059341,-46.705011
0.000000,-2.475200,0.000000,26.139000,-0.354302,-221.386289
0.000000,-2.465200,-0.052200,26.139000,-1.514946,-33.815754
-0.524600,-2.798200,-0.169900,26.139000,-4.392994,-168.642439
-2.756800,-2.756800,-0.601100,12.504000,-4.270821,-58.852502
-2.750600,-2.750600,-0.666500,12.504000,-3.186971,9.747664
-2.749800,-2.749800,-0.836400,-14.012000,-2.406809,265.796191
-2.749000,-2.749000,-1.123900,25.008000,-0.734784,-21.807889
-2.761200,-2.761200,-1.215400,-1.131000,-0.610865,-51.591933
0.000000,-2.770800,-1.110900,-27.270000,-0.713840,-279.715192
2.765600,2.765600,-0.156800,0.000000,-1.260128,280.230064
2.749000,2.749000,-0.209100,12.881000,-1.914626,-265.106786
2.749000,2.749000,0.614200,-12.504000,-0.675442,-253.404354
2.741800,2.741800,0.339800,26.516000,-0.471239,-47.150070
2.747200,2.747200,0.522700,26.516000,0.178024,-258.352362
2.749800,2.749800,0.705700,-12.127000,0.129154,145.089221
2.752400,2.752400,1.019400,-25.385000,-0.293215,187.177835
0.000000,2.768200,0.980200,0.000000,-0.020944,123.970737
-0.703400,0.000000,0.771100,26.893000,0.485202,67.954394
-2.763800,-2.763800,-0.457400,-26.516000,1.382301,-64.690629
-2.747200,-2.747200,-0.522700,25.762000,1.321214,-235.916155
-2.741800,-2.741800,-0.261300,0.000000,-0.656244,-117.731185
-2.631800,-2.746200,-0.483500,-0.377000,-1.195551,-57.246799
0.000000,-2.768200,-0.679600,-0.754000,-3.349287,-205.948852
0.000000,-2.773600,-0.758000,-0.754000,-6.829473,227.686927
0.000000,2.775200,-0.470500,12.504000,-3.811799,-276.966299
2.734600,0.000000,-0.104500,-13.258000,-3.967133,-156.782927
2.777000,0.810000,0.052200,26.139000,-6.403613,-63.495078
2.756800,2.756800,0.274400,13.258000,-6.356489,77.300632
2.750600,2.750600,0.457400,-25.762000,-3.867650,1.596976
2.750600,2.750600,0.718800,-25.385000,-2.106612,147.785754
2.745400,2.745400,0.862500,-12.504000,-1.001819,-43.842671
-2.473600,2.761200,1.163100,-25.008000,1.043707,-88.592913
-2.763000,-2.763000,-0.261300,0.000000,-0.677188,8.107054
-2.748000,-2.748000,-0.431200,-13.635000,-0.938987,20.498892
-2.748000,-2.748000,-0.705700,-26.516000,-0.996583,4.363323
-2.749800,-2.749800,-0.875600,-26.893000,-0.944223,155.674642
-2.754200,-2.754200,-1.032400,-26.893000,-0.703368,26.232299
-2.756800,-2.756800,-1.097800,12.504000,-0.492183,93.959800
-2.760400,-2.760400,-1.411500,-27.270000,-0.429351,8.674286
-2.765600,-2.765600,-1.463700,-27.647000,-0.178024,105.854219
1.099800,-2.778800,-1.502900,11.750000,-0.951204,29.661871
1.103400,-2.787600,-1.685900,-27.647000,-5.827654,-61.173790
0.000000,0.932000,-1.607500,11.373000,-9.189159,-158.545709
0.000000,0.937400,-1.267700,11.750000,-8.150688,20.647245
2.779600,2.779600,-0.653400,-14.012000,-4.305727,59.524454
2.749800,2.749800,0.666500,26.516000,-3.824016,-121.282930
2.747200,2.747200,0.744900,-12.881000,-3.576180,202.667633
2.741800,2.741800,0.405100,-12.881000,-4.115486,-26.258479
2.741000,2.741000,0.535800,0.377000,-4.138176,23.518312
2.739200,2.739200,0.405100,0.377000,-3.668682,27.602382
2.740200,2.740200,0.810300,0.754000,-2.178171,-71.968652
2.747200,2.747200,0.810300,13.635000,-1.535890,224.667508
2.743600,2.743600,0.941000,1.131000,-0.982620,130.637894
0.635800,2.774400,0.980200,-12.127000,1.975713,219.274440
0.637200,2.780600,1.280800,1.131000,4.221951,50.117129
-2.770000,-2.770000,-0.209100,0.000000,-0.556760,-23.823744
-2.753400,-2.753400,-0.379000,25.762000,-0.860447,-116.587994
-2.749000,-2.749000,-0.640400,-13.635000,-1.666789,-107.241756
-2.750600,-2.750600,-0.875600,25.762000,-1.192060,-148.352986
-2.754200,-2.754200,-1.019400,25.385000,-1.132719,-218.270876
-2.755000,-2.755000,-1.254600,11.750000,-0.291470,-263.230557
-2.757800,-2.757800,-1.333000,-27.647000,-0.237365,-60.187679
2.750600,2.750600,-0.483500,-13.635000,-1.101303,200.739044
2.741000,2.741000,0.065300,26.139000,-0.991347,-265.429672
2.735800,2.735800,0.052200,13.258000,0.059341,-48.598693
2.732200,2.732200,0.026100,0.000000,-0.258309,80.634211
2.730400,2.730400,0.313600,-12.881000,0.527089,-212.127317
2.733000,2.733000,0.797200,13.635000,-0.731293,-42.524947
2.746200,2.746200,0.888700,14.012000,-0.116937,-173.956966
2.749000,2.749000,1.333000,-11.750000,1.347394,-213.226874
0.000000,-2.677400,0.300500,-12.881000,-3.218387,154.287106
0.000000,-2.779600,0.156800,0.000000,-7.936012,48.624873
0.000000,-2.777000,-0.039200,0.377000,-10.761700,12.365658
0.752000,-2.777000,-0.182900,0.000000,-12.615240,-26.249752
2.537600,-2.768200,-0.274400,-13.258000,-13.339551,-115.872409
2.750600,-2.750600,-0.300500,12.881000,-17.631316,-161.678575
2.744600,-2.744600,-0.143700,0.000000,-22.870794,-72.937309
2.762000,-0.517800,0.392000,26.516000,-21.734585,-226.377930
2.430400,1.110000,0.130600,12.504000,0.000000,-9.258972
2.416000,2.416000,0.104500,-26.139000,0.176278,55.501470
2.406800,2.406800,0.222100,13.258000,0.041888,6.326819
2.411400,2.411400,0.392000,-12.881000,-0.315905,-7.888888
2.409800,2.409800,0.405100,13.635000,-0.127409,-60.789818
2.402200,2.402200,0.548900,0.377000,0.185005,44.095744
2.409800,2.409800,0.627300,0.377000,0.849975,23.186699
2.417400,0.000000,0.653400,13.635000,-0.378736,-46.949357
-0.528400,0.000000,0.379000,-12.881000,0.237365,-32.759830
-1.169400,-1.695800,0.182900,13.258000,0.136136,17.043140
-1.399400,-1.866000,0.078400,-13.258000,0.026180,-3.071779
-1.691600,-1.866600,-0.026100,26.139000,-0.183260,-3.918264
-1.690000,-1.981400,-0.091400,26.139000,-0.244346,-2.722714
-1.917600,-2.033800,-0.143700,12.881000,-0.050615,31.215214
-2.151400,-2.151400,-0.209100,26.139000,-0.267035,-15.088371
-2.149400,-2.149400,-0.261300,-26.516000,-0.488692,-66.427231
-2.202600,-2.144600,-0.392000,-13.258000,-1.012291,49.453904
-2.414400,-2.147400,-0.431200,-26.516000,-0.727802,41.294490
-2.413600,-2.146800,-0.561900,-26.893000,-0.858702,20.350539
-2.412000,-2.145400,-0.627300,-13.635000,-1.064651,24.059364
-2.412000,-2.145400,-0.640400,25.762000,-0.932006,64.079763
0.000000,-0.581200,-0.784100,25.385000,-1.228712,64.498642
0.469200,1.877200,-0.470500,-0.377000,-0.574213,14.948745
0.467800,1.871800,-0.339800,-0.377000,0.909317,3.743731
1.398600,2.424200,-0.182900,-26.516000,2.131047,-24.539329
2.410600,2.410600,0.000000,26.139000,1.436406,-91.961398
2.411400,2.411400,0.104500,-26.139000,-0.153589,27.532569
2.413600,2.030600,0.222100,13.258000,-0.404916,-27.820548
2.410600,2.028200,0.326700,26.516000,-1.031490,63.669611
0.352000,0.000000,0.000000,0.000000,0.010472,-6.108652
0.352400,0.000000,0.000000,0.000000,0.008727,3.874631
0.352000,0.000000,0.000000,0.000000,0.000000,-15.358897
0.000000,0.292800,0.000000,0.000000,0.000000,-6.152286
0.000000,1.874200,0.026100,-13.258000,0.038397,-21.354103
0.000000,2.786800,0.143700,-26.139000,3.480187,111.910512
0.000000,2.783200,0.274400,-26.139000,6.455973,38.877209
2.757800,2.757800,0.535800,13.635000,6.012659,16.746434
2.752400,2.752400,0.705700,13.258000,3.197443,-30.386182
2.749800,2.749800,0.823300,26.516000,0.277507,124.171449
2.749800,2.749800,0.888700,-25.762000,0.331613,-230.854700
2.749800,2.749800,1.280800,27.647000,1.975713,-246.423037
2.735800,-2.735800,0.862500,1.131000,-2.424262,-182.919232
1.961400,-0.865200,1.045500,0.377000,-12.822934,100.818944
-2.420400,-1.978200,0.352800,13.258000,-9.016371,-228.742852
-2.410600,-2.410600,0.143700,0.000000,-12.899728,-180.606671
-2.407600,-2.407600,0.000000,0.000000,-12.203342,33.632495
-2.408200,-2.408200,-0.169900,-13.258000,-9.810496,10.192723
-2.409000,-2.409000,-0.365900,-26.516000,-9.808750,2.129302
-2.406000,-2.406000,-0.274400,-0.754000,-6.326819,146.991629
-2.529400,-2.759400,-0.405100,-13.258000,-4.845034,28.457593
-2.751600,-2.751600,-0.679600,-0.377000,-5.925393,-5.349434
-2.750600,-2.750600,-0.875600,-1.131000,-6.637487,-186.104458
1.815000,0.000000,0.052200,12.881000,-0.006981,-27.654742
2.432000,0.000000,0.039200,13.258000,-0.410152,12.383111
2.428000,0.642000,0.104500,0.000000,-0.684169,-12.330751
2.412000,2.412000,0.169900,-26.139000,-0.099484,73.103116
2.415200,2.415200,0.326700,0.000000,0.342085,-1.134464
2.406800,2.406800,0.405100,-12.881000,0.225147,-103.244952
2.419000,2.419000,0.522700,0.377000,0.265290,-190.389241
1.220000,2.416600,1.019400,27.270000,-8.838347,193.775180
0.000000,2.429600,0.313600,-12.881000,6.492625,98.087504
-2.407600,2.407600,-0.182900,-0.377000,0.267035,-153.929313
-2.415200,2.415200,-0.013000,-13.258000,5.061455,11.379547
-2.426600,2.426600,-0.052200,0.000000,2.574361,-246.955362
-2.419000,2.419000,0.000000,-13.258000,4.141666,41.556289
0.000000,2.432000,0.117600,13.635000,2.474877,-34.060100
0.000000,2.431200,0.078400,-26.139000,2.926917,-51.792645
-1.526600,0.000000,0.000000,0.000000,0.205949,13.386675
-2.435000,0.000000,-0.026100,0.000000,0.630064,14.809119
-2.428800,0.000000,-0.104500,26.139000,0.947714,-12.269665
-2.413600,2.204800,-0.065300,26.139000,2.792527,81.725042
-2.412000,2.412000,-0.065300,26.139000,4.838053,30.979594
-2.407600,2.407600,-0.039200,-26.139000,6.914994,-32.035518
-2.410600,2.410600,0.013000,-13.258000,7.260570,79.840087
-2.409800,2.409800,-0.013000,26.139000,8.255407,-49.689524
-2.409000,2.409000,-0.039200,26.139000,8.318239,31.913345
-2.409800,2.409800,0.026100,26.139000,9.546951,92.642077
-2.409800,2.409800,0.039200,13.258000,9.646435,79.752820
-2.408200,2.408200,0.026100,0.000000,9.695304,3.071779
-2.409000,2.409000,0.026100,26.139000,9.976302,14.791665
-2.407600,2.407600,0.052200,26.139000,9.632472,-103.707464
2.430400,0.000000,0.039200,-26.139000,-0.776672,-52.447144
2.426600,-0.525000,0.078400,13.258000,-0.820305,-36.904987
2.410600,-2.410600,0.091400,0.000000,-3.209660,-138.779855
2.410600,-2.410600,0.052200,-12.881000,-5.295329,-127.426489
2.409800,-2.409800,0.078400,-13.258000,-6.532767,-80.136793
2.408200,-2.408200,0.000000,13.258000,-6.792821,-134.023833
2.406000,-2.406000,-0.013000,-13.258000,-8.012807,126.518917
2.406800,-2.406800,0.026100,-13.258000,-9.639453,-126.239665
2.400600,-2.400600,-0.039200,12.881000,-10.170034,-142.706846
2.406000,-2.406000,-0.078400,25.762000,-9.169960,-110.313535
2.404400,-2.404400,-0.065300,-13.258000,-8.597492,-36.939894
2.408200,-2.408200,-0.039200,26.139000,-8.077384,-129.372531
2.400600,-2.400600,-0.039200,0.000000,-8.061676,83.356925
0.761800,0.410200,0.000000,0.000000,0.003491,-0.366519
0.762000,0.410200,0.000000,0.000000,0.034907,-6.126106
2.410600,2.410600,0.130600,-26.139000,0.541052,6.091199
2.405200,2.405200,0.300500,13.258000,1.038471,-73.164202
2.403800,2.403800,0.405100,13.635000,0.839503,81.175263
2.401400,2.401400,0.496600,26.516000,0.350811,-23.273966
2.406000,2.406000,0.601100,13.258000,0.687660,158.100650
2.408200,2.408200,0.692600,13.635000,0.577704,22.331488
2.406800,2.406800,0.744900,26.516000,-0.356047,29.286625
2.400600,2.400600,0.823300,26.893000,-0.247837,38.205257
-2.430400,0.000000,0.339800,26.516000,0.371755,43.502332
-2.418200,-2.267000,0.117600,12.881000,3.117158,-61.645029
-2.410600,-2.410600,0.039200,-26.139000,1.511455,-44.619342
-2.404400,-2.404400,-0.091400,0.000000,-0.724312,24.007004
-2.406000,-2.406000,-0.222100,-13.258000,-0.860447,-7.251843
-2.406000,-2.406000,-0.313600,0.000000,-0.724312,18.989182
-2.408200,-2.408200,-0.457400,26.139000,-1.127483,-34.592426
-2.406800,-2.406800,-0.575000,-0.377000,-1.057670,61.575216
0.760000,0.000000,-0.470500,-26.516000,-1.080359,-17.924531
2.424200,1.515200,-0.182900,12.881000,-1.516691,-42.106068
2.411400,2.411400,-0.026100,-26.139000,-1.450369,26.232299
2.408200,0.000000,0.065300,-26.139000,0.387463,-0.567232
2.407600,2.407600,0.196000,26.516000,-0.055851,-27.794368
2.406000,2.406000,0.287500,13.258000,-0.008727,67.256263
2.406000,2.406000,0.457400,13.258000,0.181514,26.529005
2.406000,2.406000,0.444300,-12.504000,0.169297,77.824231
2.408200,2.408200,0.679600,-25.762000,0.333358,-33.545228
2.408200,2.408200,0.758000,-12.881000,0.977384,-96.237455
2.406800,2.406800,0.849500,-25.762000,0.836013,22.977260
2.400600,2.400600,0.927900,0.377000,0.839503,108.297680
2.407600,2.407600,0.967100,-12.127000,0.675442,-231.133953
2.406800,2.406800,1.071700,1.131000,0.664970,137.401045
2.407600,2.407600,1.189300,-12.127000,0.493928,253.238548
2.410600,2.410600,1.463700,-25.008000,0.991347,-22.654374
2.408200,2.408200,1.333000,14.766000,1.068142,95.993109
2.403800,2.403800,1.320000,1.131000,1.014036,-95.033178
-0.467000,0.000000,1.372200,27.270000,0.977384,-26.153759
0.000000,-0.467800,1.254600,-25.008000,1.738348,-67.919488
-1.172400,0.000000,1.123900,0.754000,1.961750,4.485496
-2.414400,-2.089400,0.927900,13.635000,3.953171,-53.075462
-2.409000,-2.409000,0.548900,13.258000,5.696755,-81.585416
-2.407600,-2.407600,0.457400,-25.762000,7.709119,115.418623
-2.404400,-2.404400,0.169900,-12.881000,7.197738,-33.475415
-2.399200,-2.399200,-0.156800,-13.258000,-0.542797,-5.873033
-2.404400,-2.404400,-0.248300,12.881000,-0.624828,-79.656827
-2.397600,-2.397600,-0.379000,-13.258000,-0.741765,-54.986598
-2.406800,-2.406800,-0.548900,26.139000,-0.849975,-16.065756
-2.406800,-2.406800,-0.548900,-0.377000,-0.996583,-21.738076
0.463400,-2.409800,-0.653400,-13.635000,-2.183407,-116.317468
0.000000,-2.417400,-0.731800,12.504000,-3.523820,22.654374
0.000000,-2.421200,-0.627300,-0.377000,-4.865978,33.135076
0.000000,-2.416600,-0.718800,-13.635000,-5.331981,121.012404
0.000000,-2.421200,-0.744900,-0.754000,-5.817182,-0.523599
0.000000,-2.422800,-0.705700,-13.635000,-6.009169,41.966442
0.000000,-2.423600,-0.758000,12.504000,-7.271042,65.231681
2.412000,2.412000,-0.287500,26.139000,0.174533,98.139864
2.403000,2.403000,-0.130600,-13.258000,-0.204204,-12.557644
2.407600,2.407600,0.026100,-26.139000,-0.017453,67.910761
2.400000,2.400000,0.169900,-26.139000,0.076794,-30.115656
2.404400,2.404400,0.365900,-12.881000,0.280998,11.562806
2.369000,2.403800,0.470500,13.635000,0.560251,14.145894
-0.348000,2.412800,0.522700,-12.881000,2.801253,97.624992
-2.408200,2.408200,0.431200,26.516000,7.103490,15.053465
-2.404400,2.404400,0.405100,-12.881000,12.419763,-280.579130
-2.410600,0.000000,0.261300,26.516000,12.184143,81.026910
-2.416600,0.000000,0.196000,13.258000,11.798426,-12.810717
0.000000,-0.644400,0.000000,0.000000,-0.017453,-6.187192
2.413600,-2.413600,0.000000,0.000000,-2.562143,-55.257124
2.406800,-2.406800,0.000000,-13.258000,-3.996804,-82.719880
2.405200,-2.405200,-0.039200,26.139000,-4.829326,-27.846728
2.403800,-2.403800,-0.013000,-13.258000,-5.415757,-137.401045
2.403800,-2.403800,-0.065300,0.000000,-6.028367,-36.006142
2.404400,-2.404400,-0.065300,0.000000,-8.138470,272.550616
2.404400,-2.404400,-0.078400,-13.258000,-7.918559,-126.082585
2.405200,-2.405200,-0.117600,26.139000,-8.169886,-15.603243
2.403800,-2.403800,-0.143700,-13.258000,-8.653342,-6.030113
2.398400,-2.398400,-0.130600,-13.258000,-8.689994,9.084439
2.401400,-2.401400,-0.130600,-26.516000,-8.248426,-51.234140
2.402200,-2.402200,-0.143700,-13.258000,-8.143706,22.698007
2.403000,-2.403000,-0.156800,12.881000,-7.649778,2.094395
2.402200,-2.402200,-0.169900,-13.258000,-7.134906,-113.289322
2.398400,-2.398400,-0.182900,-13.258000,-6.782349,3.577925
2.409000,1.621400,-0.052200,0.000000,-4.223697,102.337381
0.641400,0.000000,-0.026100,0.000000,0.008727,44.444809
0.815600,2.388600,0.026100,0.000000,0.740020,-47.961648
2.407600,2.407600,0.130600,13.258000,-0.153589,15.376351
2.401400,2.401400,0.235200,-25.762000,-0.010472,28.509953
2.406000,2.406000,0.365900,-25.762000,-0.041888,45.300021
2.404400,2.404400,0.457400,-25.762000,-0.006981,-40.290926
2.403000,2.403000,0.548900,13.635000,1.206023,200.869943
2.397600,2.397600,0.653400,-12.504000,1.015782,41.460296
2.403000,2.403000,0.771100,-12.127000,1.000074,43.432518
2.403800,2.403800,0.849500,14.012000,1.207768,-10.812315
2.401400,2.401400,0.941000,26.516000,0.769690,134.966311
0.000000,-0.351400,0.705700,26.893000,0.153589,-1.954769
-1.574000,-2.331800,0.692600,0.754000,-0.129154,-259.958065
-2.407600,-2.407600,0.418200,26.516000,-0.347321,-84.037603
-2.402200,-2.402200,0.222100,26.516000,0.886627,56.635934
-2.404400,-2.404400,-0.039200,-26.139000,-0.588176,196.140101
-2.403800,-2.403800,-0.052200,26.139000,-0.469494,-50.527282
-2.403800,-2.403800,-0.143700,0.000000,-0.640536,11.693706
-2.403800,-2.403800,-0.261300,-13.258000,-0.914553,-68.094021
-2.401400,-2.401400,-0.548900,-0.377000,-1.420698,-33.449235
-2.404400,-2.404400,-0.771100,12.504000,-1.261873,1.867502
-2.403800,-2.403800,-0.705700,-14.012000,-1.474803,-24.277530
-2.403000,-2.403000,-0.810300,12.127000,-1.211258,2.696534
-2.403000,-2.403000,-0.967100,-13.635000,-0.923279,-41.861722
-2.405200,-2.405200,-1.097800,-14.012000,-1.293289,-46.966810
-2.406000,-2.406000,-1.163100,-14.012000,-1.069887,-18.273597
-2.402200,-2.402200,-1.228500,-27.270000,-0.839503,-3.595378
0.524200,0.000000,-1.202300,12.127000,-1.544616,-106.116018
2.419800,0.000000,-0.810300,12.127000,-2.871067,70.729468
2.408200,2.408200,-0.431200,-14.012000,-6.520550,-221.386289
2.402200,2.402200,-0.117600,13.258000,-4.783947,-240.157305
2.400600,2.400600,-0.274400,-26.516000,-6.400122,-82.981679
2.400600,2.400600,-0.078400,26.139000,-5.178392,62.220988
2.400000,2.400000,0.039200,26.139000,0.280998,100.880031
2.400000,2.400000,0.130600,-26.139000,0.795870,-40.474185
2.400600,2.400600,0.235200,-25.762000,0.328122,8.848819
2.403800,2.403800,0.326700,0.377000,0.069813,-36.494835
2.399200,2.399200,0.483500,26.516000,-0.286234,-7.897615
2.400600,2.400600,0.614200,26.516000,-0.109956,-81.245077
2.403000,2.403000,0.705700,-26.139000,0.000000,75.188784
0.000000,1.336600,0.653400,26.893000,0.169297,26.450465
0.000000,-2.425000,0.535800,0.377000,-0.888373,283.485103
0.000000,-2.420400,0.405100,-12.881000,-3.567453,-59.262655
0.000000,-2.417400,0.300500,13.258000,-5.422738,-77.152279
0.000000,-2.416600,0.156800,26.139000,-7.162831,-93.139495
0.000000,-2.412800,0.052200,13.258000,-5.160939,30.866148
0.000000,-2.418200,-0.039200,26.139000,-3.797836,94.762652
0.000000,-2.417400,-0.104500,0.000000,-3.656465,-63.477625
0.000000,-2.417400,-0.078400,12.881000,-4.495968,2.417281
0.000000,-2.417400,-0.196000,0.000000,-4.422664,-16.589355
0.000000,-2.419000,-0.196000,-0.377000,-4.164356,108.419853
0.000000,-2.417400,-0.274400,-13.258000,-4.080580,-207.798901
0.468800,0.000000,0.000000,0.000000,0.000000,-6.169739
2.409000,2.409000,0.169900,-26.139000,-0.052360,17.994345
2.407600,2.407600,0.274400,-12.881000,0.071558,107.041043
2.402200,2.402200,0.444300,0.377000,-0.520108,69.734630
2.396000,2.396000,0.483500,0.377000,0.242601,198.129776
2.396800,2.396800,0.614200,13.635000,1.228712,79.665554
2.403800,2.403800,0.666500,27.270000,0.799361,139.739786
2.400600,2.400600,0.862500,0.754000,1.195551,263.658163
2.401400,2.401400,0.862500,26.893000,1.274090,-102.276294
2.403800,2.403800,0.954000,1.131000,1.113520,-273.161481
2.087400,-1.507600,0.993200,-12.504000,-1.848304,-77.457712
-2.423600,0.000000,0.771100,14.012000,-0.520108,-265.429672
-2.408200,-2.408200,0.457400,-12.881000,2.652900,80.616758
-2.403000,-2.403000,0.418200,-12.881000,0.668461,-226.124858
-2.396000,-2.396000,0.261300,-12.881000,-0.811578,-101.682882
-2.405200,-2.405200,0.026100,-12.881000,-0.424115,38.484510
-2.400600,-2.400600,-0.091400,26.139000,-0.139626,0.698132
-2.400000,-2.400000,-0.182900,-26.516000,-0.602139,29.181905
-2.401400,-2.401400,-0.313600,-13.258000,-0.689405,22.767820
-2.400600,-2.400600,-0.444300,25.762000,-0.993092,-22.043508
-2.401400,-2.401400,-0.483500,12.504000,-1.286308,-12.295845
-2.398400,-2.398400,-0.666500,12.504000,-1.523672,32.271138
-2.400000,-2.400000,-0.679600,12.504000,-1.478294,-4.921828
-2.400000,-2.400000,-0.718800,12.504000,-1.600467,154.252199
-2.396000,-2.396000,-0.980200,12.504000,-1.019272,78.705623
-2.396000,-2.396000,-1.058600,-14.012000,-1.539380,104.187430
-2.401400,-2.401400,-1.071700,-14.389000,-1.401499,90.617495
-2.401400,-2.401400,-1.202300,-0.754000,-1.295034,30.778881
-2.404400,-2.404400,-1.163100,12.504000,-1.190315,79.674280
-2.405200,-2.405200,-1.346100,-1.131000,-1.261873,77.937678
-2.400600,-2.400600,-1.385300,-1.131000,-0.952950,108.821279
-2.402200,2.402200,-0.914800,-26.516000,0.029671,-73.984507
-0.987600,0.000000,-1.385300,-1.131000,4.621632,-262.925125
0.643200,0.000000,-1.123900,-14.012000,0.891863,134.364172
0.641800,0.000000,-1.189300,12.127000,-0.853466,65.510933
2.410600,2.410600,-0.444300,-0.754000,-0.841249,58.992129
2.401400,2.401400,-0.418200,-14.012000,-0.905826,18.963002
2.400000,2.400000,-0.039200,13.635000,-1.399754,-275.561309
2.401400,2.401400,-0.104500,27.270000,-1.970477,169.349297
2.401400,2.401400,0.143700,-12.881000,0.541052,33.396875
2.395400,2.395400,0.000000,-26.139000,0.879646,9.049532
2.396800,2.396800,0.117600,-26.139000,0.408407,-5.497787
2.396800,2.396800,0.222100,13.258000,0.312414,27.296949
2.401400,2.401400,0.352800,26.516000,0.326377,51.644293
2.398400,2.398400,0.405100,0.377000,0.205949,20.429079
2.398400,2.398400,0.640400,26.893000,0.308923,43.886304
2.399200,2.399200,0.588100,26.516000,0.471239,52.918383
2.403800,2.403800,0.705700,13.635000,0.000000,-138.736222
2.400000,2.400000,0.810300,13.635000,0.603884,35.499997
2.400600,2.400600,0.849500,13.635000,0.338594,72.326444
2.399200,2.399200,1.058600,26.893000,0.425860,-69.917890
2.400000,2.400000,1.110900,14.012000,1.204277,-207.763994
2.399200,2.399200,1.123900,0.754000,1.211258,-109.624130
2.400000,2.400000,1.293800,1.131000,1.104793,145.412106
2.404400,2.404400,1.346100,1.131000,0.607375,-31.520646
2.400000,2.400000,1.306900,14.766000,0.691150,61.636302
2.398400,2.398400,1.489900,-11.750000,0.495674,163.109745
2.400000,2.400000,1.529100,1.131000,0.829031,98.907809
2.405200,2.405200,1.712100,0.754000,1.087340,-165.396126
0.000000,-0.522000,1.542200,-25.008000,1.017527,-71.986105
-2.403800,-2.403800,1.045500,-25.385000,1.357866,-131.013140
-2.396000,-2.396000,0.601100,13.258000,1.965241,169.803083
-2.396800,-2.396800,0.731800,14.012000,4.920083,277.036112
-2.396800,-2.396800,0.444300,13.258000,3.881612,117.530472
-2.396000,-2.396000,0.365900,13.635000,2.694788,71.802845
-2.396800,-2.396800,0.274400,-12.881000,3.511602,-13.369222
-2.392200,-2.392200,0.078400,26.139000,3.541273,118.656209
-2.399200,-2.399200,-0.052200,0.000000,0.322886,-117.137773
-2.396000,-2.396000,-0.143700,-13.258000,-0.385718,-24.495696
-1.284800,0.000000,0.000000,0.000000,0.034907,-12.400564
-2.419800,0.000000,-0.026100,0.000000,0.567232,6.082472
-2.417400,-0.987800,-0.065300,-13.258000,0.242601,-12.191125
-2.406000,-2.406000,-0.156800,0.000000,-0.403171,15.210544
-2.396800,-2.396800,-0.261300,-0.377000,-0.663225,-46.190139
-2.402200,-2.402200,-0.379000,12.881000,-0.916298,-125.881872
-2.398400,-2.398400,-0.457400,-0.377000,-1.083849,1.108284
-2.400600,-2.400600,-0.535800,-14.012000,-1.150172,16.859881
-2.400000,2.400000,-0.679600,25.762000,-1.136209,-100.976024
-2.411400,0.000000,-0.588100,-0.377000,3.211406,-9.756391
-2.410600,0.000000,-0.601100,-13.635000,2.708751,-61.679936
-2.409000,0.000000,-0.666500,-13.635000,3.337070,-53.311082
-2.414400,0.000000,-0.692600,-0.377000,3.314380,-47.717302
-2.416000,0.000000,-0.744900,26.139000,3.246312,-76.890480
-2.414400,0.000000,-0.731800,-26.893000,3.143338,124.153996
0.349600,0.000000,-0.718800,-0.754000,2.438225,8.482300
0.349600,0.000000,-0.718800,-13.635000,0.675442,-123.700211
0.642800,1.110400,-0.561900,-0.377000,-0.504400,67.526789
0.642400,1.109600,-0.470500,-26.516000,-0.097738,108.812552
2.406800,2.406800,-0.235200,-0.377000,-0.139626,0.366519
