0.000000, 0.000000, 0.095400, -0.001200, 0.052900, 0.063000, 0.100000, 0.000000
0.000000, 0.000000, 0.058650, -0.001650, 0.063500, 0.063000, 0.100000, 0.000000
0.000000, 0.000000, 0.040600, -0.013400, 0.074000, 0.063000, 0.100000, 0.000000
0.000000, 0.000000, 0.042950, 0.016450, 0.084600, 0.084000, 0.100000, 0.000000
0.000000, 0.000000, 0.051950, 0.002550, 0.116400, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.058650, 0.003150, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.059050, 0.003350, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.078600, 0.014700, 0.084600, 0.084000, 0.100000, 0.000000
0.000000, 0.000000, 0.059900, 0.002600, 0.095200, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.041100, 0.014600, 0.116400, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.041400, 0.013800, 0.095200, 0.084000, 0.100000, 0.000000
0.000000, 0.000000, 0.041700, 0.014700, 0.116400, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.054700, 0.001200, 0.116400, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.048500, 0.001200, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.054950, 0.000550, 0.105800, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.061450, 0.000550, 0.127000, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.048800, 0.001100, 0.095200, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.042600, 0.002100, 0.116400, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.049000, 0.000800, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.094100, 0.001200, 0.095200, 0.084000, 0.100000, 0.000000
0.000000, 0.000000, 0.055900, 0.000700, 0.116400, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.056100, 0.000500, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.044050, 0.017950, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.050850, 0.004750, 0.105800, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.057500, 0.003300, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.064100, 0.001200, 0.105800, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.026000, -0.000400, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.058100, -0.000100, 0.095200, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.045550, 0.001750, 0.105800, 0.084000, 0.100000, 0.000000
0.000000, 0.000000, 0.064750, 0.002250, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.045850, 0.002050, 0.116400, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.045900, 0.001800, 0.116400, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.026650, 0.000950, 0.116400, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.026800, 0.014000, 0.105800, 0.084000, 0.100000, 0.000000
0.000000, 0.000000, 0.097000, 0.002300, 0.116400, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.039600, 0.013600, 0.116400, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.058800, 0.001300, 0.127000, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.058850, 0.002050, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.052550, 0.001850, 0.127000, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.052550, 0.001950, 0.127000, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.052500, 0.002200, 0.116400, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.046100, 0.001300, 0.127000, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.058750, 0.002750, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.046000, 0.000400, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.026700, -0.000800, 0.127000, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.045850, -0.000350, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.026500, 0.000700, 0.105800, 0.105000, 0.100000, 0.000000
0.000000, 0.000000, 0.045750, 0.002550, 0.116400, 0.127000, 0.100000, 0.000000
0.000000, 0.000000, 0.045750, 0.002750, 0.116400, 0.127000, 0.100000, 0.000000
