1.3584,2.05,0.0261,0,90,0
0.9408,2.0948,0.0522,-26.139,90,0
0.634,2.0818,0.0914,26.139,90,0
0.0146,1.773,0.1045,0,90,0
-0.4644,1.6766,0.1176,26.139,90,0
-1.1124,1.425,0.0914,13.258,90,0
-1.4028,1.4892,0.1045,0,90,0
-1.4166,1.7524,0.0784,0,90,0
-1.7926,2.2188,0.0653,-26.139,90,0
-1.471,2.4712,0.0522,0,90,0
-1.7268,2.1384,0.0784,0,90,0
-1.6536,2.3378,0.0784,26.139,90,0
-1.7682,2.1872,0.0653,-26.139,90,0
-1.448,2.451,0.0784,-13.258,90,0
-1.8394,2.0268,0.0653,13.258,90,0
-1.4668,2.499,0.0784,-13.258,90,0
-1.6032,2.3044,0.0653,0,90,0
-1.6668,2.3522,0.0784,26.139,90,0
-1.4934,2.3872,0.0653,26.139,90,0
-1.8288,2.1742,0.0653,-26.139,90,0
-1.483,2.3936,0.0653,26.139,90,0
-1.8134,2.1292,0.0653,-26.139,90,0
-1.3292,2.5998,0.0784,12.881,90,0
-1.4698,2.4498,0.0784,-13.258,90,0
-1.7918,2.2078,0.0653,-26.139,90,0
-1.655,2.2972,0.0784,26.139,90,0
-1.3412,2.5448,0.0784,12.881,90,0
-1.6124,2.26,0.0784,26.139,90,0
-1.4894,2.4584,0.0653,26.139,90,0
-1.6376,2.338,0.0653,0,90,0
-1.6642,2.372,0.0784,26.139,90,0
-1.4718,2.4514,0.0784,-13.258,90,0
-2.0008,1.8518,0.0784,13.258,90,0
-1.3322,2.5168,0.0653,-13.258,90,0
-1.4792,2.3498,0.0784,-13.258,90,0
-1.6936,2.3162,0.1045,12.881,90,0
-1.643,2.2826,0.0653,0,90,0
-1.6328,2.2932,0.1045,12.881,90,0
-1.6606,2.3042,0.0653,0,90,0
-1.8166,2.2282,0.0784,0,90,0
-1.689,2.3662,0.0784,26.139,90,0
-1.6904,2.3798,0.0784,26.139,90,0
-1.809,2.1778,0.0784,0,90,0
-1.3532,2.5426,0.0784,12.881,90,0
-1.351,2.5698,0.0392,0,90,0
-1.5758,2.2498,0.0653,0,90,0
-1.3938,2.3866,0.0784,-13.258,90,0
-1.6708,2.1856,0.0522,13.258,90,0
-2.0224,1.9564,0.0653,-12.881,90,0
-1.6374,2.3634,0.0914,-13.258,90,0
-1.9638,2.0616,0.0653,13.258,90,0
-1.8338,2.2016,0.0522,13.258,90,0
-1.9402,2.041,0.0784,-26.139,90,0
-1.6562,2.3374,0.0522,-26.139,90,0
-1.604,2.3218,0.0784,26.139,90,0
-1.7076,2.1722,0.0784,0,90,0
-1.7452,1.9624,0.0653,13.258,90,0
-1.0996,2.4526,0.0784,12.881,90,0
-1.3712,2.2216,0.0784,26.139,90,0
-1.402,2.2728,0.0653,0,90,0
-1.4286,2.3326,0.0522,-26.139,90,0
-1.305,2.453,0.0522,0,90,0
-1.3406,2.238,0.0784,26.139,90,0
-1.4974,2.1328,0.0784,0,90,0
-1.2888,2.2438,0.0653,0,90,0
-1.5114,1.9188,0.0653,13.258,90,0
-1.1976,2.1514,0.0784,26.139,90,0
-1.2188,2.1828,0.0914,-13.258,90,0
-1.2546,2.1982,0.0653,0,90,0
-1.2772,2.242,0.0784,26.139,90,0
-1.3108,2.2602,0.0914,-13.258,90,0
-1.5316,2.1744,0.0653,-26.139,90,0
-1.4406,2.3094,0.0522,-26.139,90,0
