0.134000, 12, 38
0.133000, 8, 39
0.133000, 7, 44
0.134000, 9, 47
0.134000, 9, 47
0.134000, 8, 50
0.152000, 9, 50
0.152000, 8, 50
0.152000, 10, 49
0.152000, 8, 48
0.152000, 8, 40
0.152000, 4, 20
0.152000, 5, 7
0.151000, 1, 3
0.151000, 1, 0
0.151000, -1, 2
0.150000, 0, 0
0.150000, 0, 0
0.150000, 1, 0
0.150000, 1, 0
0.150000, 0, 0
0.150000, 1, 0
0.150000, 1, 0
0.150000, 1, 0
0.150000, 1, 0
0.150000, 0, 0
0.150000, 0, -1
0.149000, 0, 0
0.149000, -1, 0
0.149000, 0, 0
0.149000, 0, 0
0.149000, 1, 0
0.149000, 1, 0
0.148000, 0, 0
0.148000, -3, 4
0.148000, 0, 0
0.148000, 4, 1
0.148000, 0, 0
0.147000, 1, 0
0.147000, 0, 0
0.147000, 3, 0
0.147000, 0, 0
0.147000, 0, 0
0.147000, 0, 1
0.147000, 0, 0
0.147000, 1, -1
0.147000, -1, 0
0.148000, 0, 0
0.148000, 1, 0
0.148000, 0, 0
0.148000, 1, 0
0.148000, 0, 0
0.148000, 1, 0
0.148000, 0, 0
0.148000, 0, 0
0.148000, 0, 0
0.148000, 0, 0
0.148000, 0, 0
0.148000, 2, 0
0.148000, 1, 0
0.148000, 1, 0
0.148000, 1, 0
0.148000, 0, 0
0.148000, 0, 1
0.148000, 0, 1
0.148000, 0, 0
0.148000, 0, 1
0.148000, 0, 0
0.148000, 0, 0
0.148000, 0, 1
0.148000, 1, 1
0.148000, 0, 0
0.149000, 1, 0
0.149000, 1, 1
0.149000, 0, 1
0.149000, 1, 0
0.149000, 0, 0
0.148000, 1, 0
0.148000, 0, 0
0.148000, 0, 1
0.148000, 1, 1
0.148000, 1, 1
0.148000, 1, 1
0.148000, 2, 0
0.148000, 0, 1
0.148000, 0, 1
0.148000, 1, 1
0.148000, 0, 0
